date,update_time,alpha,lambda,current_soc_kwh,previous_contract_total_kwh,scenario_count,J_fix_yuan,J_roll_yuan,V_yuan,relative_value_percent,relative_value_reason,fixed_expected_emergency_cost_yuan,fixed_cvar_yuan,roll_adjustment_cost_yuan,roll_expected_emergency_cost_yuan,roll_cvar_yuan,roll_increase_kwh,roll_decrease_kwh,confidence_rho,classification,reconstructed_J_roll_difference,fixed_max_violation,roll_max_violation,fixed_primary_status,fixed_secondary_status,roll_primary_status,roll_secondary_status
2025-03-15,18:00,0.85,0.25,9777.366678349117,8243.726951916666,14,271.4279789315314,238.152431742272,33.27554718925941,12.259438883289654,defined,120.68044468240626,602.9901369965006,63.662061830498395,65.4338887169151,436.22592477943397,34.714032854801815,2.101656036757049e-06,0.5,positive,0.0,1.0000002248489182e-07,1.0000005090660125e-07,optimal,optimal,optimal,optimal
2025-03-16,06:00,0.85,0.25,9348.63736006173,38427.50248092537,14,1283.5076770723929,956.1811628852657,327.32651418712715,25.50249757241344,defined,548.7689480903455,2938.9549159281896,555.4295886735783,152.12199367119507,994.5183221619696,830.4940190709598,145.39205652825044,0.5813955069181171,positive,0.0,1.0000053407566156e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-16,12:00,0.85,0.25,6395.417200044781,33520.67792117187,14,4.275336459807441,-320.8687089933526,325.14404545316,7605.110112615658,defined,1.6032512225681985,10.68834094895697,-320.8687089933526,0.0,0.0,27.404782811024347,899.5664741281586,0.5981624245819492,positive,0.0,1.0000000116860974e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-16,18:00,0.85,0.25,10476.708705526407,15664.173121069167,14,506.7770862398264,365.3041234644294,141.47296277539704,27.91621141064112,defined,234.1733821877456,1090.4148162083234,297.87687032104236,25.285219928770143,168.5681328584676,156.80099622591365,0.0,0.5,positive,0.0,1.0000002248489182e-07,1.0000042038882384e-07,optimal,optimal,optimal,optimal
2025-03-17,06:00,0.85,0.25,9457.540511086896,34052.718903558874,14,21.262904778301486,-837.6406150508926,858.9035198291941,4039.445827296813,defined,7.973589352993078,53.15726170123363,-860.2442438632688,9.122781369284088,53.92338977236834,0.0,2950.7034535720545,0.5486254321164702,positive,0.0,1.0000000472132342e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-17,12:00,0.85,0.25,6154.374087661413,28541.96807216662,14,832.2136629410825,396.4937148136226,435.7199481274599,52.35674052593717,defined,475.15406830819353,1428.238378531556,344.6973609289454,19.423632706753956,129.490884711693,459.25971054484853,296.5905950820746,0.6121487272201767,positive,0.0,9.999985195463523e-08,1.0000013617172954e-07,optimal,optimal,optimal,optimal
2025-03-17,18:00,0.85,0.25,10277.909479235752,15938.416295070987,14,863.1337737919148,508.3625171358176,354.7712566560972,41.102696641972194,defined,472.20671435458553,1563.7082377493173,458.00892773930025,18.882596023694017,125.88397349129343,243.08548785448826,0.0,0.5,positive,0.0,9.999985195463523e-08,1.0000030670198612e-07,optimal,optimal,optimal,optimal
2025-03-18,06:00,0.85,0.25,9574.67511731482,42658.825700969806,14,209.97309499404398,-503.83885268099414,713.8119476750381,339.9540058669354,defined,80.87910515768161,516.3759593454495,-728.1414942688848,93.70486113746584,522.3911218016993,3.410605131648481e-13,2516.3960144200305,0.5534793120615912,positive,0.0,9.999999406318238e-08,1.0000064776249928e-07,optimal,optimal,optimal,optimal
2025-03-18,12:00,0.85,0.25,7587.09891613893,31164.155106233018,14,34.20201631275962,-751.446430140103,785.6484464528626,2297.082251726088,defined,12.82575616742535,85.50504058133707,-775.8330921174987,9.144998241523398,60.96665494348945,24.324101403193367,2571.1496812100654,0.6320757713266153,positive,0.0,1.000000082740371e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-18,18:00,0.85,0.25,10556.828280913904,15486.839082470065,14,454.4780520689998,359.4837178505724,94.99433421842735,20.901852968689703,defined,186.42922215169617,1072.1953196692145,308.44430683301994,19.139779131582184,127.5985275438812,170.6559073258178,0.0,0.5,positive,0.0,1.0000007932831068e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-03-19,06:00,0.85,0.25,9476.060112129633,29254.203714863128,14,5533.3019606561775,3017.3604080075083,2515.941552648669,45.46908103945788,defined,3297.5168335844273,8943.140508287,2751.597521034851,120.05415230155498,582.8349386844102,3291.5656639632857,4.547473508864641e-13,0.555083801606982,positive,0.0,9.999894245993346e-08,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-03-19,12:00,0.85,0.25,4992.326986705456,29081.662975694613,14,3228.1279164382768,1303.1270405876633,1925.0008758506135,59.632112657250104,defined,2208.780027854273,4077.3915543360135,1158.7512871063777,64.4389826151298,319.7470834646226,1322.048640677684,3.364719190116464,0.683135864879147,positive,0.0,1.00000761449337e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-19,18:00,0.85,0.25,10619.765790822094,15633.630081128958,14,342.91713382438274,283.35918513772685,59.55794868665589,17.368029419363207,defined,135.4114737753308,830.0226401962078,216.83372388993357,24.947047967922483,166.3136531194832,147.32941344802828,0.0,0.5,positive,0.0,1.0000007932831068e-07,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-03-20,06:00,0.85,0.25,9265.72602694445,41243.786935406555,14,244.69794279047852,-1810.4039950931844,2055.101937883663,839.8525604456489,defined,91.76172860755985,611.7448567316746,-2056.537948910182,92.99259518880298,612.5654345127778,0.0,6669.810901394919,0.5534805697044803,positive,0.0,9.999999406318238e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-20,12:00,0.85,0.25,5393.683195281048,30612.693489309262,14,384.811337695651,284.54706580233244,100.26427189331855,26.05543602060343,defined,168.2896529558968,866.0867389590167,239.6152789160555,19.740864070116864,100.76369126464041,317.57660456271066,98.1952265727441,0.6529613453245442,positive,0.0,1.000001930151484e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-20,18:00,0.85,0.25,10456.840434627358,15578.938167910288,14,435.5746626098239,352.8464206109594,82.72824199886452,18.99289584549831,defined,173.47026348972548,1048.4175964803937,277.98711067416184,28.0722412262991,187.14827484199395,195.7551870868073,0.0,0.5,positive,0.0,1.0000002248489182e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-21,06:00,0.85,0.25,3722.834212962963,10446.277546806583,14,579.4225693331466,236.3771255132699,343.0454438198767,59.20470861442026,defined,287.89987306727795,1166.0907850634744,78.99939399124875,68.31638685546815,356.24537866621193,206.25079362106158,372.61966763121234,0.5401286105414042,positive,0.0,1.0000007932831068e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-21,12:00,0.85,0.25,10565.390318647631,10073.657879175369,14,146.05717541977435,110.06831499049179,35.98886042928257,24.640254972649647,defined,69.19892440437975,307.43300406157846,4.752235755144241,48.40996660904915,227.62445050519358,41.177280724867074,96.35168325405573,0.6582630896959252,positive,0.0,9.999996564147295e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-21,18:00,0.85,0.25,9693.430643970347,8030.186893349547,14,542.2000329016212,379.03146383311497,163.1685690685062,30.09379549375869,defined,250.5009166887314,1166.796464851559,326.59141824691443,19.665017094825203,131.10011396550132,178.08572918707347,0.0,0.5,positive,0.0,1.000001930151484e-07,1.0000013617172954e-07,optimal,optimal,optimal,optimal
2025-03-22,06:00,0.85,0.25,4483.546422499997,11350.907288473245,14,52.21659272566585,29.709231421263357,22.50736130440249,43.103849044021445,defined,19.581222333132207,130.54148157013458,-10.683661773112068,15.147334947890783,100.98223298593857,14.963964660020647,44.04740998717509,0.5894160965675708,positive,0.0,9.999999406318238e-08,9.999999761589606e-08,optimal,optimal,optimal,optimal
2025-03-22,12:00,0.85,0.25,10166.806237685181,11321.823843146089,14,38.95582949979741,-116.34544161799285,155.30127111779026,398.65990048703213,defined,14.608436112564522,97.38957354893155,-118.03958405687708,0.6353034145815882,4.2353560972105875,109.31705109420074,426.6272882842401,0.6778761296245728,positive,0.0,1.000000082740371e-07,9.999995143061824e-08,optimal,optimal,optimal,optimal
2025-03-22,18:00,0.85,0.25,9826.743909138573,8495.08958494969,14,591.4927591478229,352.12760873923816,239.36515040858473,40.4679764387046,defined,305.45214883694604,1144.1624412435071,346.37876158015195,2.155817684657312,14.37211789771541,188.875490529507,0.0,0.5,positive,0.0,9.999996564147295e-08,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-03-23,06:00,0.85,0.25,9230.16377869346,42689.715279661075,14,51.09463752857566,-1309.3415875416179,1360.4362250701936,2662.581223537095,defined,19.160489123356204,127.73659362087783,-1360.4362249701937,19.160489035715962,127.73659357143973,0.0,3959.9959942088058,0.604680337046331,positive,0.0,1.000000082740371e-07,1.0000053407566156e-07,optimal,optimal,optimal,optimal
2025-03-23,12:00,0.85,0.25,7661.931941170027,30009.693601516145,14,50.98637732622656,-857.3748193575382,908.3611966837648,1781.576264718299,defined,19.119891547475618,127.46594311500377,-904.3640451029045,17.620959654512376,117.47306436341582,9.905614951387292,3052.0409663614064,0.6606491051688281,positive,0.0,1.000000082740371e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-23,18:00,0.85,0.25,10486.134563842568,15464.703649295006,14,905.1447511990767,518.4208250439725,386.7239261551042,42.72509183120132,defined,504.8544919080705,1601.161037164025,456.0459558289467,23.390575955634695,155.93717303756458,262.83552668915235,0.0,0.5,positive,0.0,9.999973826779751e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-24,06:00,0.85,0.25,9461.309126111115,38662.20810003883,14,398.950578296573,-650.8756306412913,1049.8262089378643,263.14693248982877,defined,159.15457293651198,959.1840214402439,-1052.494709179044,170.08716970720408,926.1276353221948,20.377846141426517,3560.300140484221,0.625847212400099,positive,0.0,1.0000007932831068e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-24,12:00,0.85,0.25,8004.084284128064,29160.588870410902,14,132.6558632555679,-332.603843858801,465.2597071143689,350.7268323436437,defined,65.04939866528905,270.42585836111544,-425.0134067495598,39.54433742291342,211.46090187138165,44.445185973763444,2032.739292358208,0.6680930884731737,positive,0.0,9.999999406318238e-08,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-03-24,18:00,0.85,0.25,10605.98194964778,15547.871364409057,14,412.2612649378035,296.6515831241697,115.60968181363381,28.042819358999317,defined,192.19097683757144,880.2811524009282,234.95314838221302,23.136913028233757,154.2460868548917,131.97848043137816,0.0,0.4968047411243277,positive,0.0,1.0000002248489182e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-03-25,06:00,0.85,0.25,7586.5641273458405,45825.9289336003,14,51.83992284354629,-2212.3629812417644,2264.202904085311,4367.681855774961,defined,19.43997111647031,129.59980690830392,-2263.4416407570407,19.154497318228586,127.69664878819056,1.0295290954193206,7357.386276669487,0.6367138138872621,positive,0.0,1.0000000116860974e-07,1.0000030670198612e-07,optimal,optimal,optimal,optimal
2025-03-25,12:00,0.85,0.25,7354.465291489985,28734.88601839408,14,69.39660068155676,-515.3375667870141,584.7341674685708,842.597709002731,defined,27.176244366504744,168.88142526020806,-551.3659293306315,13.510635953856516,90.07090635904339,42.372284360487704,2341.230429568225,0.6452323882228014,positive,0.0,1.000000082740371e-07,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-03-25,18:00,0.85,0.25,10469.183472715222,15350.271330466192,14,932.3561372536608,521.9574787352242,410.3986585184366,44.017370843645956,defined,526.3074258279618,1624.194845702796,454.8948741632386,25.148476714494596,167.65651142996396,243.3571505820555,0.0,0.5037799605761082,positive,0.0,9.999996564147295e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-26,06:00,0.85,0.25,9672.013741490126,31771.774014379924,14,829.0205391918932,677.3033756322976,151.71716355959563,18.30077258489704,defined,368.52793622321207,1841.970411874725,222.94471156875443,192.02477307921623,1049.3355639373078,434.2154284181127,263.73053637004307,0.6371733192991729,positive,0.0,9.999985195463523e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-26,12:00,0.85,0.25,6263.18191846211,30134.704621486544,14,48.16541792774421,-708.33807366818,756.5034915959242,1570.636203615631,defined,18.06203177304457,120.41354461879855,-738.6965309458677,11.384421479132897,75.8961431942193,49.103009512608025,2108.791438457642,0.6186870025368991,positive,0.0,1.000000082740371e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-26,18:00,0.85,0.25,10604.052113804555,15513.613447522648,14,630.0592549863115,358.9371631516593,271.1220918346522,43.03120534917665,defined,350.6307249412374,1117.7141201802967,325.8508709866783,12.407359561867903,82.71573041245267,170.00039402984714,0.0,0.4989177013686874,positive,0.0,9.999996564147295e-08,1.0000132988352561e-07,optimal,optimal,optimal,optimal
2025-03-27,06:00,0.85,0.25,9599.712438470462,35965.77433686597,14,767.492887910357,381.3293321911399,386.16355571921713,50.314936047240735,defined,352.3907685964313,1660.408477255703,151.40423604077176,100.75138822267601,516.6948317107683,298.78358450218457,733.7350923857485,0.6494599042311157,positive,0.0,1.000001930151484e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-27,12:00,0.85,0.25,7776.10753661387,30594.676046652858,14,44.242235431077304,-856.726665188741,900.9689006198183,2036.4452470386386,defined,16.5908383464513,110.605588338504,-877.4747809368964,7.780543405558262,51.870289370388406,58.831791021566005,2977.9976702438103,0.6550543943706506,positive,0.0,1.0000002248489182e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-27,18:00,0.85,0.25,10560.31377137733,15541.127052530122,14,708.1197707851265,397.67672124136243,310.4430495437641,43.84047195851642,defined,398.52922574562064,1238.3621801580236,355.88003698863247,15.673756594773725,104.49171063182482,185.40132018978005,0.0,0.49442850001477917,positive,0.0,1.0000007932831068e-07,9.999803296523169e-08,optimal,optimal,optimal,optimal
2025-03-28,06:00,0.85,0.25,4750.67170462963,10214.98001045953,14,53.328198400446624,23.921150439707326,29.4070479607393,55.14352414442902,defined,19.99807445030793,133.32049580055477,-2.532675367597278,9.920184677739229,66.1345645182615,81.5205449166665,112.6128167822423,0.6557618751627033,positive,0.0,1.000000082740371e-07,1.0000001537946446e-07,optimal,optimal,optimal,optimal
2025-03-28,12:00,0.85,0.25,10538.565540109726,10183.887738593956,14,25.986192808772557,-21.07083671960102,47.057029528373576,181.08473940240995,defined,9.744822348866588,64.96548183962388,-47.05702942837367,9.744822265789745,64.96548177193162,0.0,100.94799213492162,0.6722824725269285,positive,0.0,9.999999761589606e-08,1.000000082740371e-07,optimal,optimal,optimal,optimal
2025-03-28,18:00,0.85,0.25,9786.353008886563,8037.447237265087,14,664.6532885302862,415.89759778640223,248.75569074388397,37.42638380590047,defined,337.19634071885565,1309.8277912457222,375.7666847294005,15.04909239637566,100.32728264250439,204.90031367008822,0.0,0.4932652057912807,positive,0.0,9.999985195463523e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-03-29,06:00,0.85,0.25,3989.6184244261135,9912.697254561037,14,1262.0384823028196,770.2239627381831,491.8145195646365,38.96985127325366,defined,681.6365197466148,2321.6078502248192,718.5673236206837,23.797970632344395,111.43467394062004,503.8269900200787,0.0,0.6491035754663508,positive,0.0,1.0000030670198612e-07,9.999973826779751e-08,optimal,optimal,optimal,optimal
2025-03-29,12:00,0.85,0.25,10317.260052520023,10416.524244581116,14,29.2680506700535,22.71218467994296,6.55586599011054,22.399394015052646,defined,10.975519060543917,73.17012643803834,19.66008018628912,1.1445391851201896,7.630261234134596,46.10774836360514,19.845158170725284,0.6576525656718423,positive,0.0,1.0000000116860974e-07,1.0000004735388757e-07,optimal,optimal,optimal,optimal
2025-03-29,18:00,0.85,0.25,9759.882247866486,8457.539044591313,14,588.6995297492792,389.6363335954431,199.06319615383615,33.814057272750844,defined,283.7630009055546,1219.7461153748986,318.5340704473358,26.663348680540235,177.7556578702682,173.69217006231673,4.928136196024725e-07,0.4892728972851948,positive,0.0,1.0000007932831068e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-03-30,06:00,0.85,0.25,9972.017925925926,33208.04345810363,14,0.7839791588583547,-795.6349544399426,796.4189335988009,101586.74814245844,defined,0.2939922347124141,1.9599476965837621,-798.8359520248009,1.20037409432187,8.002493962145799,0.0,2384.633637214154,0.6774188755970981,positive,0.0,1.0000000005838672e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-30,12:00,0.85,0.25,7223.330331188048,28026.430169423882,14,0.5091619689475964,-717.5430964810445,718.0522584499921,141026.29462568817,defined,0.1909357884961254,1.2729047218058835,-793.9919115642846,28.668305656215022,191.12203770810018,72.23568413024498,2849.540724865217,0.6638361125423499,positive,0.0,1.0000000005838672e-07,1.000001930151484e-07,optimal,optimal,optimal,optimal
2025-03-30,18:00,0.85,0.25,10454.421148210835,15345.70426658499,14,560.3874965739739,414.08729488796524,146.30020168600862,26.106971083480673,defined,252.4453148060268,1231.7687270717884,351.54438269357286,23.45359207289713,156.35728048598085,273.6926979921974,0.0,0.49386075930982226,positive,0.0,9.999985195463523e-08,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-03-31,06:00,0.85,0.25,9559.534256697529,26260.980020641113,14,13642.110885001905,5447.739505104261,8194.371379897642,60.06674076301864,defined,9485.835567553295,16625.10126979444,4958.453077348806,196.40118329991438,1171.5409778221645,5934.903098724942,7.484883333333528,0.7007541112959871,positive,0.0,1.0001167538575828e-07,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-03-31,12:00,0.85,0.25,7153.301255798893,30089.58864945479,14,5.633190522550789,-564.5574776047223,570.190668127273,10121.984439274434,defined,2.1124464960968323,14.08297610581583,-617.6241660441269,19.900008164776732,132.66672109851152,60.29840577840342,1668.1926898413665,0.6196350307683708,positive,0.0,1.0000000028043132e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-03-31,18:00,0.85,0.25,10503.670183612321,15281.532508597984,14,356.3201102531732,305.4911566374569,50.82895361571627,14.264969097478442,defined,138.7530546700971,870.2682223323045,260.46488565386613,16.884851618846547,112.56567745897696,234.79968832010314,0.0,0.5001585889713717,positive,0.0,9.999996564147295e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-04-01,06:00,0.85,0.25,9415.757299382718,42295.37067519706,14,113.47840592513788,-978.6777627424897,1092.1561686676275,962.4352402237012,defined,42.554402281724,283.6960145736555,-1059.5215469984894,30.31641909599991,202.1094606399993,40.780901586866825,3514.9667966945267,0.6913151977904117,positive,0.0,1.0000002248489182e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-04-01,12:00,0.85,0.25,8985.551855139998,30291.983023732166,14,1.0000000000000006e-07,-788.0934722358297,788.0934723358297,,abs(J_fix)<=VALIDATION_TOL,8.000000000000005e-08,8.000000000000003e-08,-856.2371891568408,25.55389384537918,170.35929230252782,14.029412834727168,3311.3814032797027,0.6313767006042824,positive,0.0,1.0000000000000006e-07,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-04-01,18:00,0.85,0.25,10412.839707044723,15374.395458741896,14,865.6803398494976,522.840805631083,342.83953421841466,39.60347930253549,defined,467.23385589960066,1593.785935799588,428.5882965137255,35.344690919009054,235.6312727933936,290.2718576143205,0.0,0.4972912453923081,positive,0.0,9.999985195463523e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-04-02,06:00,0.85,0.25,9516.204534629627,38060.3679229198,14,791.8487228077795,327.9328742595527,463.9158485482268,58.58642379358133,defined,339.0845856434799,1811.0565486571986,-6.947813891936016,131.39392199956848,813.9470646076809,309.29611619306,1108.1208495634962,0.6858448122388939,positive,0.0,9.999962458095979e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-04-02,12:00,0.85,0.25,8407.584345769163,27328.744271008665,14,1.0000000000000006e-07,-517.271084590277,517.271084690277,,abs(J_fix)<=VALIDATION_TOL,8.000000000000005e-08,8.000000000000003e-08,-598.7548229789562,30.556401895754664,203.70934597169776,18.183457005811988,2428.098822948486,0.6469556504080453,positive,0.0,1.0000000000000006e-07,1.0000030670198612e-07,optimal,optimal,optimal,optimal
2025-04-02,18:00,0.85,0.25,10483.310130158166,15264.197231802715,14,337.29676308721423,282.88400484033554,54.412758246878695,16.132013171086758,defined,137.40026766499258,799.5859816888865,189.66675373562168,34.95646916426771,233.0431277617847,195.57021489818857,0.0,0.4982120151269431,positive,0.0,1.0000013617172954e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-04-03,06:00,0.85,0.25,9926.094357500002,34079.63631519662,14,1.0000000000000006e-07,-451.31391598409465,451.31391608409467,,abs(J_fix)<=VALIDATION_TOL,8.000000000000005e-08,8.000000000000003e-08,-451.49096573592,0.06639365693450391,0.44262437956335937,0.0,1091.5036323267677,0.6716607669290972,positive,0.0,1.0000000000000006e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-04-03,12:00,0.85,0.25,8027.053450946711,28637.44179704327,14,1.0000000000000006e-07,-724.5138563368754,724.5138564368754,,abs(J_fix)<=VALIDATION_TOL,8.000000000000005e-08,8.000000000000003e-08,-784.788601492657,22.603029433418104,150.6868628894542,57.14584400782047,2633.7890603273104,0.6263611627275693,positive,0.0,1.0000000000000006e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-04-03,18:00,0.85,0.25,10542.60942228798,15277.872518479136,14,466.94739978725323,358.02122170879306,108.92617807846017,23.327290852907247,defined,213.90816893603,1012.156923404893,241.41092375072262,51.4192352576376,260.76425080173146,134.15545414961923,0.0,0.5010187762420668,positive,0.0,9.999996564147295e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-04-04,06:00,0.85,0.25,4009.8284021604914,9316.336786888944,14,7.880803538038176,-8.24219244466699,16.122995982705167,204.58568602661524,defined,2.9553013769047247,19.702008644533805,-51.985257441958936,16.403649373984482,109.35766249322987,0.0,111.12651013606542,0.7094430859168679,positive,0.0,1.0000000116860974e-07,9.999998695775503e-08,optimal,optimal,optimal,optimal
2025-04-04,12:00,0.85,0.25,10484.297358588805,9205.210276752878,14,101.51539427838337,92.27015217555814,9.24524210282523,9.107231635698732,defined,38.068272915401074,253.78848545192918,34.33958280678243,21.723963513290894,144.82642342193927,54.31462150608248,0.0,0.6192805849579917,positive,0.0,1.0000002248489182e-07,9.999999406318238e-08,optimal,optimal,optimal,optimal
2025-04-04,18:00,0.85,0.25,9734.330671085578,7884.452461226102,14,758.2882728369261,470.4215084769004,287.86676436002574,37.96270820370883,defined,418.10345827969667,1360.7392582289178,351.0615147334858,52.34729986172073,268.05077552677534,210.45656565791097,0.0,0.4998240333546893,positive,0.0,9.999996564147295e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-04-05,06:00,0.85,0.25,3245.027465082875,9328.991144150204,14,170.8609958605021,167.23727101522235,3.623724845279753,2.1208613627877426,defined,64.13503473191345,426.90384451435455,13.334508734606484,57.71353585523095,384.7569057015396,11.487571084288902,0.0,0.6762029553813047,positive,0.0,1.0000005090660125e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-04-05,12:00,0.85,0.25,10596.387530582999,9328.9911441502,14,104.0275725470101,100.80173388846666,3.225838658543438,3.1009458161543475,defined,39.89972808894411,256.511377832264,6.834672422649918,35.23764804968128,234.91765366454186,9.82505273880508,0.0,0.599186518018132,positive,0.0,1.000000082740371e-07,9.999999406318238e-08,optimal,optimal,optimal,optimal
2025-04-05,18:00,0.85,0.25,9568.585455463393,8031.783838952796,14,1416.8105327088883,672.7162918247142,744.0942408841742,52.51896592422235,defined,904.4573185005796,2049.4128568332344,504.2703277158759,63.16723654081435,421.11491027209564,315.4053564934686,0.0,0.504379573288567,positive,0.0,1.0000030670198612e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-04-06,06:00,0.85,0.25,9852.693741574069,35021.39123476433,14,235.50268380397836,-1064.1023727241852,1299.6050565281635,551.8429919932017,defined,91.73928522568573,575.0535943131705,-1218.351774774344,57.843525768809464,385.62350512539695,43.32291831901935,3905.3351054438817,0.6695448291013596,positive,0.0,1.0000005090660125e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-04-06,12:00,0.85,0.25,7288.8503301962455,28260.560872231814,14,626.2943611628356,185.24850805810945,441.0458531047261,70.42149513941654,defined,311.7714145177856,1258.0917865801998,21.00632913955286,61.5908170944587,410.6054472963915,197.2430159255227,1160.4489301663684,0.5999473299642929,positive,0.0,9.999996564147295e-08,1.000001930151484e-07,optimal,optimal,optimal,optimal
2025-04-06,18:00,0.85,0.25,10585.715619277547,15340.076965952376,14,361.73106495245025,285.40728603854853,76.32377891390172,21.09959201981575,defined,167.647443302167,776.334486601133,120.01834633060366,62.020852390479355,413.4723492698621,62.86995125277747,-2.2737367544323206e-13,0.5095663463864637,positive,0.0,1.0000002248489182e-07,9.999979511121637e-08,optimal,optimal,optimal,optimal
2025-04-07,06:00,0.85,0.25,9621.902806944445,26972.533005507546,14,1950.3228491027958,1516.3510637786742,433.9717853241216,22.251279347096865,defined,888.822779904638,4246.000276792632,648.463443428907,325.45785763116265,2169.719050874418,503.6953215700983,0.0,0.6489355204906598,positive,0.0,9.999985195463523e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-04-07,12:00,0.85,0.25,7376.902923703704,26893.501518744313,14,563.8241781297342,563.8241781297396,-5.4569682106375694e-12,-9.678492732856764e-13,defined,211.43406679865035,1409.5604453243352,2.477120647313313e-07,211.43406670576033,1409.560444705069,1.077362867363263e-06,8.726640317036072e-07,0.6085036587709575,numerical_zero,0.0,1.000001930151484e-07,1.000001930151484e-07,optimal,optimal,optimal,optimal
2025-04-07,18:00,0.85,0.25,10570.65129896586,15183.198638659327,14,371.2924299392123,286.8011616287687,84.49126831044362,22.75599002227879,defined,175.5160500151615,783.105519696203,121.9191894449425,61.830739568934824,412.20493045956545,63.75403058430919,-1.1368683772161603e-13,0.504914426033732,positive,0.0,1.000001930151484e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-04-08,06:00,0.85,0.25,9881.763143843396,36151.98205995105,14,276.92566856272435,-1102.5026616136245,1379.428330176349,498.12223523219734,defined,110.28485548011247,666.5632523304475,-1252.4339718681565,56.224241345449514,374.82827563633015,66.71382746056905,3785.930907573221,0.6734807836550142,positive,0.0,1.0000002248489182e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-04-08,12:00,0.85,0.25,7142.508380749776,29509.554305137695,14,60.1251097013122,-594.8574858868242,654.9825955881364,1089.3661547429024,defined,22.54691619912227,150.31277400875973,-654.9825954881362,22.546916100492048,150.31277400328028,0.0,2328.330555641187,0.5998208452657893,positive,0.0,1.0000000116860974e-07,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-04-08,18:00,0.85,0.25,10561.261843235765,15404.055546771488,14,418.3185352171821,308.8557767480048,109.46275846917729,26.16732208921762,defined,208.81588616299942,838.0105962167307,138.87597365853952,66.29646755305536,414.73334214563965,72.50222576437483,0.0,0.5042844884466241,positive,0.0,1.0000007932831068e-07,1.0000042038882384e-07,optimal,optimal,optimal,optimal
2025-04-09,06:00,0.85,0.25,9944.087393148146,34533.738068133665,14,380.0801052881243,365.0094895072391,15.070615780885191,3.965115661463188,defined,142.53003953318654,950.2002630197511,-50.02509884901101,155.63797063359385,1037.5864708906252,0.0,117.56563364002862,0.6834713667078797,positive,0.0,1.0000002248489182e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
