Hour,Region,GPU_Demand
552,RegionA,23
552,RegionB,6
552,RegionC,0
552,RegionD,119
552,RegionE,0
552,RegionF,128
553,RegionA,108
553,RegionB,74
553,RegionC,18
553,RegionD,370
553,RegionE,20
553,RegionF,267
554,RegionA,15
554,RegionB,5
554,RegionC,0
554,RegionD,301
554,RegionE,259
554,RegionF,92
555,RegionA,47
555,RegionB,61
555,RegionC,161
555,RegionD,162
555,RegionE,90
555,RegionF,223
556,RegionA,21
556,RegionB,91
556,RegionC,12
556,RegionD,123
556,RegionE,336
556,RegionF,408
557,RegionA,40
557,RegionB,25
557,RegionC,94
557,RegionD,58
557,RegionE,14
557,RegionF,182
558,RegionA,71
558,RegionB,64
558,RegionC,19
558,RegionD,165
558,RegionE,127
558,RegionF,24
559,RegionA,132
559,RegionB,51
559,RegionC,30
559,RegionD,48
559,RegionE,0
559,RegionF,133
560,RegionA,30
560,RegionB,35
560,RegionC,99
560,RegionD,225
560,RegionE,76
560,RegionF,101
561,RegionA,20
561,RegionB,25
561,RegionC,63
561,RegionD,50
561,RegionE,317
561,RegionF,23
562,RegionA,133
562,RegionB,56
562,RegionC,23
562,RegionD,238
562,RegionE,91
562,RegionF,131
563,RegionA,89
563,RegionB,70
563,RegionC,32
563,RegionD,368
563,RegionE,85
563,RegionF,128
564,RegionA,15
564,RegionB,26
564,RegionC,140
564,RegionD,162
564,RegionE,30
564,RegionF,123
565,RegionA,75
565,RegionB,8
565,RegionC,6
565,RegionD,374
565,RegionE,113
565,RegionF,319
566,RegionA,149
566,RegionB,40
566,RegionC,55
566,RegionD,114
566,RegionE,72
566,RegionF,16
567,RegionA,38
567,RegionB,6
567,RegionC,9
567,RegionD,225
567,RegionE,113
567,RegionF,47
568,RegionA,131
568,RegionB,46
568,RegionC,13
568,RegionD,232
568,RegionE,152
568,RegionF,132
569,RegionA,9
569,RegionB,39
569,RegionC,21
569,RegionD,42
569,RegionE,0
569,RegionF,55
570,RegionA,122
570,RegionB,47
570,RegionC,117
570,RegionD,237
570,RegionE,24
570,RegionF,33
571,RegionA,20
571,RegionB,0
571,RegionC,162
571,RegionD,183
571,RegionE,288
571,RegionF,123
572,RegionA,154
572,RegionB,25
572,RegionC,28
572,RegionD,252
572,RegionE,227
572,RegionF,43
573,RegionA,36
573,RegionB,34
573,RegionC,5
573,RegionD,224
573,RegionE,346
573,RegionF,159
574,RegionA,104
574,RegionB,27
574,RegionC,16
574,RegionD,164
574,RegionE,0
574,RegionF,64
575,RegionA,54
575,RegionB,184
575,RegionC,5
575,RegionD,320
575,RegionE,26
575,RegionF,150
576,RegionA,146
576,RegionB,86
576,RegionC,17
576,RegionD,6
576,RegionE,52
576,RegionF,106
577,RegionA,65
577,RegionB,3
577,RegionC,25
577,RegionD,196
577,RegionE,120
577,RegionF,209
578,RegionA,59
578,RegionB,52
578,RegionC,42
578,RegionD,5
578,RegionE,27
578,RegionF,55
579,RegionA,9
579,RegionB,33
579,RegionC,31
579,RegionD,35
579,RegionE,124
579,RegionF,345
580,RegionA,82
580,RegionB,24
580,RegionC,129
580,RegionD,75
580,RegionE,107
580,RegionF,5
581,RegionA,27
581,RegionB,31
581,RegionC,23
581,RegionD,91
581,RegionE,0
581,RegionF,224
582,RegionA,122
582,RegionB,135
582,RegionC,23
582,RegionD,188
582,RegionE,0
582,RegionF,27
583,RegionA,35
583,RegionB,34
583,RegionC,36
583,RegionD,157
583,RegionE,188
583,RegionF,7
584,RegionA,31
584,RegionB,45
584,RegionC,20
584,RegionD,63
584,RegionE,68
584,RegionF,65
585,RegionA,15
585,RegionB,20
585,RegionC,48
585,RegionD,125
585,RegionE,66
585,RegionF,0
586,RegionA,26
586,RegionB,13
586,RegionC,17
586,RegionD,110
586,RegionE,149
586,RegionF,270
587,RegionA,8
587,RegionB,7
587,RegionC,113
587,RegionD,33
587,RegionE,5
587,RegionF,81
588,RegionA,62
588,RegionB,11
588,RegionC,138
588,RegionD,603
588,RegionE,57
588,RegionF,169
589,RegionA,0
589,RegionB,17
589,RegionC,38
589,RegionD,380
589,RegionE,0
589,RegionF,83
590,RegionA,24
590,RegionB,136
590,RegionC,41
590,RegionD,116
590,RegionE,0
590,RegionF,124
591,RegionA,22
591,RegionB,40
591,RegionC,92
591,RegionD,163
591,RegionE,17
591,RegionF,78
592,RegionA,6
592,RegionB,26
592,RegionC,24
592,RegionD,128
592,RegionE,279
592,RegionF,113
593,RegionA,32
593,RegionB,136
593,RegionC,39
593,RegionD,32
593,RegionE,166
593,RegionF,161
594,RegionA,21
594,RegionB,36
594,RegionC,154
594,RegionD,123
594,RegionE,184
594,RegionF,60
595,RegionA,112
595,RegionB,12
595,RegionC,54
595,RegionD,200
595,RegionE,216
595,RegionF,59
596,RegionA,88
596,RegionB,42
596,RegionC,198
596,RegionD,297
596,RegionE,167
596,RegionF,184
597,RegionA,61
597,RegionB,90
597,RegionC,11
597,RegionD,27
597,RegionE,4
597,RegionF,327
598,RegionA,13
598,RegionB,152
598,RegionC,97
598,RegionD,292
598,RegionE,0
598,RegionF,0
599,RegionA,2
599,RegionB,26
599,RegionC,28
599,RegionD,308
599,RegionE,15
599,RegionF,88
600,RegionA,190
600,RegionB,30
600,RegionC,127
600,RegionD,156
600,RegionE,58
600,RegionF,272
601,RegionA,68
601,RegionB,42
601,RegionC,4
601,RegionD,290
601,RegionE,228
601,RegionF,123
602,RegionA,51
602,RegionB,74
602,RegionC,101
602,RegionD,122
602,RegionE,75
602,RegionF,0
603,RegionA,85
603,RegionB,70
603,RegionC,80
603,RegionD,286
603,RegionE,280
603,RegionF,193
604,RegionA,2
604,RegionB,105
604,RegionC,27
604,RegionD,359
604,RegionE,135
604,RegionF,145
605,RegionA,84
605,RegionB,100
605,RegionC,0
605,RegionD,206
605,RegionE,296
605,RegionF,262
606,RegionA,19
606,RegionB,43
606,RegionC,20
606,RegionD,243
606,RegionE,114
606,RegionF,162
607,RegionA,89
607,RegionB,53
607,RegionC,102
607,RegionD,59
607,RegionE,74
607,RegionF,55
608,RegionA,37
608,RegionB,91
608,RegionC,26
608,RegionD,357
608,RegionE,136
608,RegionF,153
609,RegionA,124
609,RegionB,7
609,RegionC,36
609,RegionD,115
609,RegionE,165
609,RegionF,40
610,RegionA,8
610,RegionB,168
610,RegionC,32
610,RegionD,274
610,RegionE,25
610,RegionF,422
611,RegionA,40
611,RegionB,8
611,RegionC,109
611,RegionD,169
611,RegionE,147
611,RegionF,297
612,RegionA,20
612,RegionB,82
612,RegionC,114
612,RegionD,189
612,RegionE,274
612,RegionF,99
613,RegionA,38
613,RegionB,123
613,RegionC,7
613,RegionD,134
613,RegionE,221
613,RegionF,159
614,RegionA,17
614,RegionB,22
614,RegionC,40
614,RegionD,287
614,RegionE,156
614,RegionF,97
615,RegionA,5
615,RegionB,33
615,RegionC,34
615,RegionD,120
615,RegionE,93
615,RegionF,136
616,RegionA,17
616,RegionB,56
616,RegionC,16
616,RegionD,213
616,RegionE,19
616,RegionF,160
617,RegionA,37
617,RegionB,7
617,RegionC,80
617,RegionD,7
617,RegionE,162
617,RegionF,114
618,RegionA,3
618,RegionB,112
618,RegionC,29
618,RegionD,433
618,RegionE,131
618,RegionF,133
619,RegionA,124
619,RegionB,8
619,RegionC,12
619,RegionD,105
619,RegionE,130
619,RegionF,33
620,RegionA,19
620,RegionB,55
620,RegionC,73
620,RegionD,135
620,RegionE,137
620,RegionF,38
621,RegionA,167
621,RegionB,197
621,RegionC,50
621,RegionD,134
621,RegionE,23
621,RegionF,71
622,RegionA,21
622,RegionB,22
622,RegionC,129
622,RegionD,288
622,RegionE,167
622,RegionF,248
623,RegionA,119
623,RegionB,22
623,RegionC,8
623,RegionD,79
623,RegionE,249
623,RegionF,146
624,RegionA,158
624,RegionB,11
624,RegionC,25
624,RegionD,356
624,RegionE,192
624,RegionF,73
625,RegionA,25
625,RegionB,161
625,RegionC,4
625,RegionD,141
625,RegionE,255
625,RegionF,99
626,RegionA,12
626,RegionB,38
626,RegionC,92
626,RegionD,114
626,RegionE,21
626,RegionF,120
627,RegionA,180
627,RegionB,14
627,RegionC,7
627,RegionD,83
627,RegionE,316
627,RegionF,335
628,RegionA,77
628,RegionB,33
628,RegionC,31
628,RegionD,2
628,RegionE,186
628,RegionF,215
629,RegionA,4
629,RegionB,15
629,RegionC,32
629,RegionD,141
629,RegionE,120
629,RegionF,152
630,RegionA,23
630,RegionB,28
630,RegionC,40
630,RegionD,397
630,RegionE,97
630,RegionF,31
631,RegionA,19
631,RegionB,186
631,RegionC,117
631,RegionD,170
631,RegionE,35
631,RegionF,268
632,RegionA,49
632,RegionB,158
632,RegionC,44
632,RegionD,22
632,RegionE,253
632,RegionF,41
633,RegionA,138
633,RegionB,55
633,RegionC,71
633,RegionD,92
633,RegionE,227
633,RegionF,409
634,RegionA,65
634,RegionB,5
634,RegionC,70
634,RegionD,598
634,RegionE,205
634,RegionF,61
635,RegionA,219
635,RegionB,7
635,RegionC,25
635,RegionD,58
635,RegionE,121
635,RegionF,340
636,RegionA,20
636,RegionB,95
636,RegionC,7
636,RegionD,176
636,RegionE,0
636,RegionF,5
637,RegionA,4
637,RegionB,37
637,RegionC,95
637,RegionD,384
637,RegionE,142
637,RegionF,58
638,RegionA,15
638,RegionB,93
638,RegionC,28
638,RegionD,0
638,RegionE,64
638,RegionF,241
639,RegionA,33
639,RegionB,23
639,RegionC,115
639,RegionD,330
639,RegionE,37
639,RegionF,38
640,RegionA,35
640,RegionB,44
640,RegionC,157
640,RegionD,212
640,RegionE,72
640,RegionF,200
641,RegionA,25
641,RegionB,63
641,RegionC,22
641,RegionD,85
641,RegionE,215
641,RegionF,111
642,RegionA,119
642,RegionB,50
642,RegionC,8
642,RegionD,214
642,RegionE,146
642,RegionF,85
643,RegionA,30
643,RegionB,5
643,RegionC,104
643,RegionD,80
643,RegionE,70
643,RegionF,67
644,RegionA,61
644,RegionB,87
644,RegionC,0
644,RegionD,0
644,RegionE,130
644,RegionF,82
645,RegionA,39
645,RegionB,2
645,RegionC,123
645,RegionD,393
645,RegionE,138
645,RegionF,19
646,RegionA,27
646,RegionB,17
646,RegionC,19
646,RegionD,37
646,RegionE,174
646,RegionF,182
647,RegionA,26
647,RegionB,68
647,RegionC,119
647,RegionD,155
647,RegionE,68
647,RegionF,13
648,RegionA,63
648,RegionB,34
648,RegionC,107
648,RegionD,123
648,RegionE,266
648,RegionF,0
649,RegionA,26
649,RegionB,4
649,RegionC,20
649,RegionD,76
649,RegionE,154
649,RegionF,284
650,RegionA,0
650,RegionB,25
650,RegionC,16
650,RegionD,141
650,RegionE,89
650,RegionF,62
651,RegionA,36
651,RegionB,14
651,RegionC,94
651,RegionD,417
651,RegionE,149
651,RegionF,32
652,RegionA,252
652,RegionB,36
652,RegionC,12
652,RegionD,190
652,RegionE,53
652,RegionF,266
653,RegionA,75
653,RegionB,115
653,RegionC,5
653,RegionD,33
653,RegionE,91
653,RegionF,60
654,RegionA,14
654,RegionB,130
654,RegionC,41
654,RegionD,200
654,RegionE,186
654,RegionF,221
655,RegionA,116
655,RegionB,14
655,RegionC,16
655,RegionD,274
655,RegionE,374
655,RegionF,67
656,RegionA,26
656,RegionB,57
656,RegionC,176
656,RegionD,194
656,RegionE,102
656,RegionF,109
657,RegionA,14
657,RegionB,7
657,RegionC,22
657,RegionD,239
657,RegionE,72
657,RegionF,0
658,RegionA,109
658,RegionB,11
658,RegionC,11
658,RegionD,291
658,RegionE,0
658,RegionF,3
659,RegionA,98
659,RegionB,15
659,RegionC,112
659,RegionD,392
659,RegionE,141
659,RegionF,5
660,RegionA,24
660,RegionB,29
660,RegionC,252
660,RegionD,178
660,RegionE,40
660,RegionF,325
661,RegionA,56
661,RegionB,9
661,RegionC,27
661,RegionD,174
661,RegionE,122
661,RegionF,140
662,RegionA,7
662,RegionB,56
662,RegionC,79
662,RegionD,155
662,RegionE,150
662,RegionF,0
663,RegionA,43
663,RegionB,103
663,RegionC,29
663,RegionD,164
663,RegionE,108
663,RegionF,165
664,RegionA,37
664,RegionB,12
664,RegionC,16
664,RegionD,229
664,RegionE,0
664,RegionF,161
665,RegionA,12
665,RegionB,5
665,RegionC,104
665,RegionD,141
665,RegionE,0
665,RegionF,317
666,RegionA,51
666,RegionB,39
666,RegionC,14
666,RegionD,64
666,RegionE,81
666,RegionF,219
667,RegionA,31
667,RegionB,105
667,RegionC,23
667,RegionD,301
667,RegionE,36
667,RegionF,21
668,RegionA,54
668,RegionB,27
668,RegionC,0
668,RegionD,257
668,RegionE,23
668,RegionF,0
669,RegionA,30
669,RegionB,45
669,RegionC,31
669,RegionD,232
669,RegionE,290
669,RegionF,75
670,RegionA,9
670,RegionB,24
670,RegionC,16
670,RegionD,47
670,RegionE,196
670,RegionF,26
671,RegionA,121
671,RegionB,120
671,RegionC,7
671,RegionD,161
671,RegionE,316
671,RegionF,202
672,RegionA,1
672,RegionB,48
672,RegionC,31
672,RegionD,220
672,RegionE,121
672,RegionF,308
673,RegionA,14
673,RegionB,173
673,RegionC,47
673,RegionD,89
673,RegionE,178
673,RegionF,0
674,RegionA,5
674,RegionB,142
674,RegionC,7
674,RegionD,288
674,RegionE,209
674,RegionF,268
675,RegionA,159
675,RegionB,50
675,RegionC,49
675,RegionD,235
675,RegionE,7
675,RegionF,0
676,RegionA,99
676,RegionB,14
676,RegionC,44
676,RegionD,102
676,RegionE,44
676,RegionF,215
677,RegionA,40
677,RegionB,27
677,RegionC,19
677,RegionD,253
677,RegionE,10
677,RegionF,0
678,RegionA,31
678,RegionB,85
678,RegionC,138
678,RegionD,262
678,RegionE,72
678,RegionF,34
679,RegionA,28
679,RegionB,110
679,RegionC,7
679,RegionD,0
679,RegionE,281
679,RegionF,388
680,RegionA,141
680,RegionB,39
680,RegionC,24
680,RegionD,209
680,RegionE,5
680,RegionF,88
681,RegionA,42
681,RegionB,255
681,RegionC,7
681,RegionD,323
681,RegionE,288
681,RegionF,72
682,RegionA,11
682,RegionB,34
682,RegionC,3
682,RegionD,259
682,RegionE,0
682,RegionF,276
683,RegionA,14
683,RegionB,31
683,RegionC,14
683,RegionD,375
683,RegionE,109
683,RegionF,322
684,RegionA,158
684,RegionB,15
684,RegionC,2
684,RegionD,200
684,RegionE,152
684,RegionF,95
685,RegionA,24
685,RegionB,25
685,RegionC,90
685,RegionD,233
685,RegionE,102
685,RegionF,54
686,RegionA,50
686,RegionB,25
686,RegionC,13
686,RegionD,489
686,RegionE,146
686,RegionF,92
687,RegionA,26
687,RegionB,80
687,RegionC,5
687,RegionD,61
687,RegionE,343
687,RegionF,176
688,RegionA,29
688,RegionB,7
688,RegionC,5
688,RegionD,286
688,RegionE,143
688,RegionF,111
689,RegionA,20
689,RegionB,45
689,RegionC,38
689,RegionD,320
689,RegionE,58
689,RegionF,185
690,RegionA,114
690,RegionB,55
690,RegionC,22
690,RegionD,110
690,RegionE,5
690,RegionF,152
691,RegionA,16
691,RegionB,4
691,RegionC,18
691,RegionD,241
691,RegionE,202
691,RegionF,119
692,RegionA,36
692,RegionB,46
692,RegionC,1
692,RegionD,166
692,RegionE,0
692,RegionF,180
693,RegionA,117
693,RegionB,11
693,RegionC,17
693,RegionD,69
693,RegionE,279
693,RegionF,145
694,RegionA,41
694,RegionB,11
694,RegionC,5
694,RegionD,230
694,RegionE,149
694,RegionF,321
695,RegionA,4
695,RegionB,16
695,RegionC,108
695,RegionD,139
695,RegionE,228
695,RegionF,282
696,RegionA,12
696,RegionB,9
696,RegionC,24
696,RegionD,241
696,RegionE,166
696,RegionF,76
697,RegionA,44
697,RegionB,12
697,RegionC,10
697,RegionD,152
697,RegionE,119
697,RegionF,286
698,RegionA,136
698,RegionB,17
698,RegionC,246
698,RegionD,266
698,RegionE,163
698,RegionF,199
699,RegionA,29
699,RegionB,126
699,RegionC,35
699,RegionD,245
699,RegionE,0
699,RegionF,137
700,RegionA,28
700,RegionB,71
700,RegionC,26
700,RegionD,23
700,RegionE,21
700,RegionF,80
701,RegionA,12
701,RegionB,8
701,RegionC,74
701,RegionD,226
701,RegionE,136
701,RegionF,128
702,RegionA,71
702,RegionB,18
702,RegionC,0
702,RegionD,90
702,RegionE,277
702,RegionF,0
703,RegionA,150
703,RegionB,20
703,RegionC,61
703,RegionD,45
703,RegionE,191
703,RegionF,109
704,RegionA,12
704,RegionB,40
704,RegionC,65
704,RegionD,187
704,RegionE,0
704,RegionF,0
705,RegionA,35
705,RegionB,48
705,RegionC,6
705,RegionD,528
705,RegionE,0
705,RegionF,87
706,RegionA,122
706,RegionB,32
706,RegionC,74
706,RegionD,376
706,RegionE,105
706,RegionF,48
707,RegionA,6
707,RegionB,131
707,RegionC,18
707,RegionD,153
707,RegionE,200
707,RegionF,105
708,RegionA,231
708,RegionB,36
708,RegionC,36
708,RegionD,367
708,RegionE,352
708,RegionF,137
709,RegionA,10
709,RegionB,10
709,RegionC,8
709,RegionD,184
709,RegionE,247
709,RegionF,19
710,RegionA,22
710,RegionB,12
710,RegionC,15
710,RegionD,53
710,RegionE,232
710,RegionF,102
711,RegionA,124
711,RegionB,37
711,RegionC,21
711,RegionD,65
711,RegionE,17
711,RegionF,53
712,RegionA,3
712,RegionB,11
712,RegionC,107
712,RegionD,216
712,RegionE,153
712,RegionF,150
713,RegionA,58
713,RegionB,124
713,RegionC,93
713,RegionD,392
713,RegionE,323
713,RegionF,126
714,RegionA,36
714,RegionB,13
714,RegionC,64
714,RegionD,172
714,RegionE,236
714,RegionF,66
715,RegionA,13
715,RegionB,19
715,RegionC,87
715,RegionD,89
715,RegionE,205
715,RegionF,17
716,RegionA,45
716,RegionB,31
716,RegionC,26
716,RegionD,172
716,RegionE,404
716,RegionF,72
717,RegionA,13
717,RegionB,21
717,RegionC,46
717,RegionD,167
717,RegionE,162
717,RegionF,188
718,RegionA,215
718,RegionB,3
718,RegionC,14
718,RegionD,72
718,RegionE,149
718,RegionF,0
719,RegionA,245
719,RegionB,80
719,RegionC,138
719,RegionD,226
719,RegionE,229
719,RegionF,0
720,RegionA,79
720,RegionB,23
720,RegionC,1
720,RegionD,368
720,RegionE,107
720,RegionF,251
721,RegionA,75
721,RegionB,105
721,RegionC,41
721,RegionD,106
721,RegionE,438
721,RegionF,160
722,RegionA,27
722,RegionB,39
722,RegionC,32
722,RegionD,5
722,RegionE,0
722,RegionF,153
723,RegionA,40
723,RegionB,50
723,RegionC,9
723,RegionD,41
723,RegionE,156
723,RegionF,48
724,RegionA,156
724,RegionB,4
724,RegionC,34
724,RegionD,193
724,RegionE,233
724,RegionF,71
725,RegionA,46
725,RegionB,59
725,RegionC,13
725,RegionD,201
725,RegionE,162
725,RegionF,170
726,RegionA,27
726,RegionB,140
726,RegionC,37
726,RegionD,39
726,RegionE,21
726,RegionF,183
727,RegionA,33
727,RegionB,25
727,RegionC,42
727,RegionD,279
727,RegionE,297
727,RegionF,0
728,RegionA,11
728,RegionB,43
728,RegionC,15
728,RegionD,291
728,RegionE,131
728,RegionF,268
729,RegionA,42
729,RegionB,37
729,RegionC,143
729,RegionD,5
729,RegionE,291
729,RegionF,215
730,RegionA,59
730,RegionB,5
730,RegionC,118
730,RegionD,114
730,RegionE,0
730,RegionF,175
731,RegionA,107
731,RegionB,9
731,RegionC,48
731,RegionD,61
731,RegionE,223
731,RegionF,71
732,RegionA,151
732,RegionB,135
732,RegionC,39
732,RegionD,176
732,RegionE,13
732,RegionF,79
733,RegionA,21
733,RegionB,53
733,RegionC,6
733,RegionD,98
733,RegionE,244
733,RegionF,14
734,RegionA,38
734,RegionB,30
734,RegionC,13
734,RegionD,0
734,RegionE,63
734,RegionF,157
735,RegionA,5
735,RegionB,35
735,RegionC,20
735,RegionD,167
735,RegionE,134
735,RegionF,4
736,RegionA,44
736,RegionB,82
736,RegionC,101
736,RegionD,268
736,RegionE,102
736,RegionF,42
737,RegionA,139
737,RegionB,13
737,RegionC,144
737,RegionD,258
737,RegionE,19
737,RegionF,362
738,RegionA,193
738,RegionB,31
738,RegionC,15
738,RegionD,255
738,RegionE,224
738,RegionF,150
739,RegionA,129
739,RegionB,73
739,RegionC,38
739,RegionD,321
739,RegionE,164
739,RegionF,97
740,RegionA,43
740,RegionB,17
740,RegionC,49
740,RegionD,98
740,RegionE,122
740,RegionF,148
741,RegionA,116
741,RegionB,51
741,RegionC,10
741,RegionD,302
741,RegionE,133
741,RegionF,350
742,RegionA,3
742,RegionB,30
742,RegionC,149
742,RegionD,213
742,RegionE,107
742,RegionF,107
743,RegionA,59
743,RegionB,20
743,RegionC,32
743,RegionD,80
743,RegionE,212
743,RegionF,7
744,RegionA,6
744,RegionB,6
744,RegionC,76
744,RegionD,203
744,RegionE,194
744,RegionF,217
745,RegionA,21
745,RegionB,38
745,RegionC,46
745,RegionD,155
745,RegionE,90
745,RegionF,134
746,RegionA,30
746,RegionB,57
746,RegionC,15
746,RegionD,179
746,RegionE,248
746,RegionF,138
747,RegionA,0
747,RegionB,28
747,RegionC,46
747,RegionD,130
747,RegionE,77
747,RegionF,119
748,RegionA,14
748,RegionB,40
748,RegionC,18
748,RegionD,546
748,RegionE,128
748,RegionF,25
749,RegionA,19
749,RegionB,89
749,RegionC,2
749,RegionD,289
749,RegionE,90
749,RegionF,280
750,RegionA,49
750,RegionB,14
750,RegionC,13
750,RegionD,40
750,RegionE,122
750,RegionF,182
751,RegionA,20
751,RegionB,31
751,RegionC,13
751,RegionD,183
751,RegionE,193
751,RegionF,172
752,RegionA,155
752,RegionB,13
752,RegionC,15
752,RegionD,98
752,RegionE,266
752,RegionF,132
753,RegionA,106
753,RegionB,98
753,RegionC,93
753,RegionD,189
753,RegionE,231
753,RegionF,128
754,RegionA,0
754,RegionB,37
754,RegionC,0
754,RegionD,198
754,RegionE,67
754,RegionF,106
755,RegionA,49
755,RegionB,134
755,RegionC,7
755,RegionD,345
755,RegionE,78
755,RegionF,73
756,RegionA,93
756,RegionB,26
756,RegionC,30
756,RegionD,193
756,RegionE,40
756,RegionF,206
757,RegionA,57
757,RegionB,17
757,RegionC,26
757,RegionD,116
757,RegionE,95
757,RegionF,96
758,RegionA,40
758,RegionB,3
758,RegionC,11
758,RegionD,419
758,RegionE,22
758,RegionF,47
759,RegionA,40
759,RegionB,0
759,RegionC,24
759,RegionD,294
759,RegionE,0
759,RegionF,31
760,RegionA,184
760,RegionB,57
760,RegionC,21
760,RegionD,122
760,RegionE,242
760,RegionF,147
761,RegionA,4
761,RegionB,3
761,RegionC,22
761,RegionD,58
761,RegionE,20
761,RegionF,320
762,RegionA,23
762,RegionB,46
762,RegionC,103
762,RegionD,227
762,RegionE,100
762,RegionF,96
763,RegionA,182
763,RegionB,25
763,RegionC,79
763,RegionD,241
763,RegionE,112
763,RegionF,43
764,RegionA,18
764,RegionB,5
764,RegionC,134
764,RegionD,193
764,RegionE,2
764,RegionF,355
765,RegionA,146
765,RegionB,120
765,RegionC,23
765,RegionD,155
765,RegionE,98
765,RegionF,284
766,RegionA,27
766,RegionB,31
766,RegionC,24
766,RegionD,180
766,RegionE,114
766,RegionF,113
767,RegionA,14
767,RegionB,33
767,RegionC,18
767,RegionD,69
767,RegionE,114
767,RegionF,352
768,RegionA,25
768,RegionB,113
768,RegionC,44
768,RegionD,42
768,RegionE,203
768,RegionF,7
769,RegionA,36
769,RegionB,124
769,RegionC,63
769,RegionD,17
769,RegionE,279
769,RegionF,251
770,RegionA,12
770,RegionB,105
770,RegionC,20
770,RegionD,94
770,RegionE,83
770,RegionF,221
771,RegionA,178
771,RegionB,52
771,RegionC,45
771,RegionD,35
771,RegionE,110
771,RegionF,17
772,RegionA,9
772,RegionB,60
772,RegionC,28
772,RegionD,195
772,RegionE,97
772,RegionF,18
773,RegionA,124
773,RegionB,56
773,RegionC,43
773,RegionD,278
773,RegionE,74
773,RegionF,40
774,RegionA,4
774,RegionB,189
774,RegionC,31
774,RegionD,62
774,RegionE,221
774,RegionF,201
775,RegionA,19
775,RegionB,9
775,RegionC,16
775,RegionD,251
775,RegionE,72
775,RegionF,46
776,RegionA,52
776,RegionB,97
776,RegionC,8
776,RegionD,217
776,RegionE,0
776,RegionF,0
777,RegionA,24
777,RegionB,45
777,RegionC,155
777,RegionD,101
777,RegionE,108
777,RegionF,55
778,RegionA,124
778,RegionB,37
778,RegionC,10
778,RegionD,27
778,RegionE,213
778,RegionF,386
779,RegionA,16
779,RegionB,23
779,RegionC,162
779,RegionD,85
779,RegionE,90
779,RegionF,25
780,RegionA,94
780,RegionB,121
780,RegionC,10
780,RegionD,134
780,RegionE,16
780,RegionF,311
781,RegionA,18
781,RegionB,25
781,RegionC,29
781,RegionD,152
781,RegionE,164
781,RegionF,0
782,RegionA,148
782,RegionB,44
782,RegionC,12
782,RegionD,222
782,RegionE,28
782,RegionF,181
783,RegionA,37
783,RegionB,37
783,RegionC,115
783,RegionD,333
783,RegionE,56
783,RegionF,157
784,RegionA,39
784,RegionB,86
784,RegionC,25
784,RegionD,0
784,RegionE,193
784,RegionF,146
785,RegionA,0
785,RegionB,17
785,RegionC,21
785,RegionD,34
785,RegionE,95
785,RegionF,121
786,RegionA,24
786,RegionB,17
786,RegionC,49
786,RegionD,0
786,RegionE,316
786,RegionF,184
787,RegionA,136
787,RegionB,27
787,RegionC,146
787,RegionD,403
787,RegionE,269
787,RegionF,12
788,RegionA,57
788,RegionB,24
788,RegionC,11
788,RegionD,201
788,RegionE,40
788,RegionF,186
789,RegionA,135
789,RegionB,121
789,RegionC,0
789,RegionD,224
789,RegionE,156
789,RegionF,112
790,RegionA,29
790,RegionB,94
790,RegionC,12
790,RegionD,164
790,RegionE,16
790,RegionF,230
791,RegionA,85
791,RegionB,48
791,RegionC,4
791,RegionD,97
791,RegionE,239
791,RegionF,131
792,RegionA,37
792,RegionB,35
792,RegionC,21
792,RegionD,245
792,RegionE,157
792,RegionF,148
793,RegionA,74
793,RegionB,140
793,RegionC,65
793,RegionD,139
793,RegionE,106
793,RegionF,233
794,RegionA,10
794,RegionB,0
794,RegionC,10
794,RegionD,286
794,RegionE,175
794,RegionF,136
795,RegionA,47
795,RegionB,33
795,RegionC,88
795,RegionD,204
795,RegionE,0
795,RegionF,60
796,RegionA,57
796,RegionB,7
796,RegionC,20
796,RegionD,159
796,RegionE,64
796,RegionF,238
797,RegionA,16
797,RegionB,52
797,RegionC,21
797,RegionD,91
797,RegionE,172
797,RegionF,179
798,RegionA,103
798,RegionB,24
798,RegionC,7
798,RegionD,385
798,RegionE,72
798,RegionF,10
799,RegionA,17
799,RegionB,44
799,RegionC,0
799,RegionD,141
799,RegionE,107
799,RegionF,249
800,RegionA,26
800,RegionB,8
800,RegionC,52
800,RegionD,83
800,RegionE,193
800,RegionF,109
801,RegionA,50
801,RegionB,11
801,RegionC,20
801,RegionD,372
801,RegionE,80
801,RegionF,7
802,RegionA,73
802,RegionB,77
802,RegionC,13
802,RegionD,325
802,RegionE,0
802,RegionF,10
803,RegionA,99
803,RegionB,44
803,RegionC,20
803,RegionD,172
803,RegionE,19
803,RegionF,124
804,RegionA,70
804,RegionB,42
804,RegionC,114
804,RegionD,123
804,RegionE,89
804,RegionF,208
805,RegionA,153
805,RegionB,12
805,RegionC,21
805,RegionD,116
805,RegionE,137
805,RegionF,87
806,RegionA,43
806,RegionB,10
806,RegionC,228
806,RegionD,19
806,RegionE,72
806,RegionF,110
807,RegionA,38
807,RegionB,144
807,RegionC,19
807,RegionD,102
807,RegionE,4
807,RegionF,225
808,RegionA,69
808,RegionB,21
808,RegionC,1
808,RegionD,94
808,RegionE,213
808,RegionF,83
809,RegionA,9
809,RegionB,3
809,RegionC,54
809,RegionD,10
809,RegionE,158
809,RegionF,25
810,RegionA,28
810,RegionB,13
810,RegionC,9
810,RegionD,211
810,RegionE,117
