Hour,Region,TaskType,GPU_Demand
371,RegionB,BatchInference,0
371,RegionB,AITraining,0
371,RegionC,RealTimeInference,3
371,RegionC,BatchInference,13
371,RegionC,AITraining,0
371,RegionD,RealTimeInference,0
371,RegionD,BatchInference,21
371,RegionD,AITraining,338
371,RegionE,RealTimeInference,4
371,RegionE,BatchInference,0
371,RegionE,AITraining,243
371,RegionF,RealTimeInference,0
371,RegionF,BatchInference,13
371,RegionF,AITraining,49
372,RegionA,RealTimeInference,5
372,RegionA,BatchInference,5
372,RegionA,AITraining,0
372,RegionB,RealTimeInference,0
372,RegionB,BatchInference,0
372,RegionB,AITraining,0
372,RegionC,RealTimeInference,9
372,RegionC,BatchInference,20
372,RegionC,AITraining,0
372,RegionD,RealTimeInference,0
372,RegionD,BatchInference,12
372,RegionD,AITraining,43
372,RegionE,RealTimeInference,0
372,RegionE,BatchInference,15
372,RegionE,AITraining,93
372,RegionF,RealTimeInference,0
372,RegionF,BatchInference,22
372,RegionF,AITraining,205
373,RegionA,RealTimeInference,6
373,RegionA,BatchInference,18
373,RegionA,AITraining,66
373,RegionB,RealTimeInference,5
373,RegionB,BatchInference,33
373,RegionB,AITraining,0
373,RegionC,RealTimeInference,6
373,RegionC,BatchInference,0
373,RegionC,AITraining,0
373,RegionD,RealTimeInference,0
373,RegionD,BatchInference,13
373,RegionD,AITraining,185
373,RegionE,RealTimeInference,0
373,RegionE,BatchInference,31
373,RegionE,AITraining,0
373,RegionF,RealTimeInference,5
373,RegionF,BatchInference,11
373,RegionF,AITraining,52
374,RegionA,RealTimeInference,12
374,RegionA,BatchInference,0
374,RegionA,AITraining,0
374,RegionB,RealTimeInference,18
374,RegionB,BatchInference,0
374,RegionB,AITraining,22
374,RegionC,RealTimeInference,5
374,RegionC,BatchInference,17
374,RegionC,AITraining,0
374,RegionD,RealTimeInference,0
374,RegionD,BatchInference,13
374,RegionD,AITraining,52
374,RegionE,RealTimeInference,7
374,RegionE,BatchInference,11
374,RegionE,AITraining,122
374,RegionF,RealTimeInference,0
374,RegionF,BatchInference,0
374,RegionF,AITraining,51
375,RegionA,RealTimeInference,10
375,RegionA,BatchInference,6
375,RegionA,AITraining,0
375,RegionB,RealTimeInference,1
375,RegionB,BatchInference,19
375,RegionB,AITraining,0
375,RegionC,RealTimeInference,0
375,RegionC,BatchInference,0
375,RegionC,AITraining,0
375,RegionD,RealTimeInference,0
375,RegionD,BatchInference,0
375,RegionD,AITraining,51
375,RegionE,RealTimeInference,0
375,RegionE,BatchInference,0
375,RegionE,AITraining,120
375,RegionF,RealTimeInference,2
375,RegionF,BatchInference,0
375,RegionF,AITraining,358
376,RegionA,RealTimeInference,3
376,RegionA,BatchInference,37
376,RegionA,AITraining,0
376,RegionB,RealTimeInference,21
376,RegionB,BatchInference,41
376,RegionB,AITraining,0
376,RegionC,RealTimeInference,17
376,RegionC,BatchInference,8
376,RegionC,AITraining,0
376,RegionD,RealTimeInference,0
376,RegionD,BatchInference,0
376,RegionD,AITraining,126
376,RegionE,RealTimeInference,0
376,RegionE,BatchInference,19
376,RegionE,AITraining,0
376,RegionF,RealTimeInference,0
376,RegionF,BatchInference,16
376,RegionF,AITraining,0
377,RegionA,RealTimeInference,7
377,RegionA,BatchInference,36
377,RegionA,AITraining,47
377,RegionB,RealTimeInference,7
377,RegionB,BatchInference,0
377,RegionB,AITraining,0
377,RegionC,RealTimeInference,10
377,RegionC,BatchInference,0
377,RegionC,AITraining,101
377,RegionD,RealTimeInference,10
377,RegionD,BatchInference,24
377,RegionD,AITraining,56
377,RegionE,RealTimeInference,0
377,RegionE,BatchInference,9
377,RegionE,AITraining,103
377,RegionF,RealTimeInference,0
377,RegionF,BatchInference,28
377,RegionF,AITraining,48
378,RegionA,RealTimeInference,2
378,RegionA,BatchInference,8
378,RegionA,AITraining,0
378,RegionB,RealTimeInference,4
378,RegionB,BatchInference,14
378,RegionB,AITraining,0
378,RegionC,RealTimeInference,6
378,RegionC,BatchInference,55
378,RegionC,AITraining,0
378,RegionD,RealTimeInference,0
378,RegionD,BatchInference,29
378,RegionD,AITraining,60
378,RegionE,RealTimeInference,0
378,RegionE,BatchInference,0
378,RegionE,AITraining,167
378,RegionF,RealTimeInference,0
378,RegionF,BatchInference,14
378,RegionF,AITraining,22
379,RegionA,RealTimeInference,7
379,RegionA,BatchInference,0
379,RegionA,AITraining,0
379,RegionB,RealTimeInference,0
379,RegionB,BatchInference,9
379,RegionB,AITraining,0
379,RegionC,RealTimeInference,0
379,RegionC,BatchInference,0
379,RegionC,AITraining,0
379,RegionD,RealTimeInference,0
379,RegionD,BatchInference,0
379,RegionD,AITraining,323
379,RegionE,RealTimeInference,0
379,RegionE,BatchInference,12
379,RegionE,AITraining,168
379,RegionF,RealTimeInference,0
379,RegionF,BatchInference,19
379,RegionF,AITraining,53
380,RegionA,RealTimeInference,8
380,RegionA,BatchInference,34
380,RegionA,AITraining,0
380,RegionB,RealTimeInference,1
380,RegionB,BatchInference,37
380,RegionB,AITraining,83
380,RegionC,RealTimeInference,9
380,RegionC,BatchInference,15
380,RegionC,AITraining,0
380,RegionD,RealTimeInference,0
380,RegionD,BatchInference,21
380,RegionD,AITraining,502
380,RegionE,RealTimeInference,0
380,RegionE,BatchInference,19
380,RegionE,AITraining,52
380,RegionF,RealTimeInference,0
380,RegionF,BatchInference,11
380,RegionF,AITraining,155
381,RegionA,RealTimeInference,9
381,RegionA,BatchInference,30
381,RegionA,AITraining,50
381,RegionB,RealTimeInference,10
381,RegionB,BatchInference,56
381,RegionB,AITraining,0
381,RegionC,RealTimeInference,15
381,RegionC,BatchInference,0
381,RegionC,AITraining,104
381,RegionD,RealTimeInference,0
381,RegionD,BatchInference,40
381,RegionD,AITraining,170
381,RegionE,RealTimeInference,3
381,RegionE,BatchInference,0
381,RegionE,AITraining,42
381,RegionF,RealTimeInference,5
381,RegionF,BatchInference,13
381,RegionF,AITraining,0
382,RegionA,RealTimeInference,16
382,RegionA,BatchInference,20
382,RegionA,AITraining,0
382,RegionB,RealTimeInference,10
382,RegionB,BatchInference,0
382,RegionB,AITraining,0
382,RegionC,RealTimeInference,5
382,RegionC,BatchInference,0
382,RegionC,AITraining,113
382,RegionD,RealTimeInference,3
382,RegionD,BatchInference,15
382,RegionD,AITraining,649
382,RegionE,RealTimeInference,0
382,RegionE,BatchInference,0
382,RegionE,AITraining,27
382,RegionF,RealTimeInference,0
382,RegionF,BatchInference,0
382,RegionF,AITraining,237
383,RegionA,RealTimeInference,9
383,RegionA,BatchInference,30
383,RegionA,AITraining,0
383,RegionB,RealTimeInference,5
383,RegionB,BatchInference,4
383,RegionB,AITraining,0
383,RegionC,RealTimeInference,5
383,RegionC,BatchInference,0
383,RegionC,AITraining,93
383,RegionD,RealTimeInference,0
383,RegionD,BatchInference,19
383,RegionD,AITraining,232
383,RegionE,RealTimeInference,7
383,RegionE,BatchInference,0
383,RegionE,AITraining,47
383,RegionF,RealTimeInference,0
383,RegionF,BatchInference,12
383,RegionF,AITraining,339
384,RegionA,RealTimeInference,27
384,RegionA,BatchInference,10
384,RegionA,AITraining,0
384,RegionB,RealTimeInference,2
384,RegionB,BatchInference,30
384,RegionB,AITraining,0
384,RegionC,RealTimeInference,0
384,RegionC,BatchInference,0
384,RegionC,AITraining,0
384,RegionD,RealTimeInference,0
384,RegionD,BatchInference,40
384,RegionD,AITraining,236
384,RegionE,RealTimeInference,0
384,RegionE,BatchInference,17
384,RegionE,AITraining,0
384,RegionF,RealTimeInference,4
384,RegionF,BatchInference,0
384,RegionF,AITraining,66
385,RegionA,RealTimeInference,1
385,RegionA,BatchInference,19
385,RegionA,AITraining,0
385,RegionB,RealTimeInference,0
385,RegionB,BatchInference,0
385,RegionB,AITraining,0
385,RegionC,RealTimeInference,12
385,RegionC,BatchInference,20
385,RegionC,AITraining,0
385,RegionD,RealTimeInference,0
385,RegionD,BatchInference,39
385,RegionD,AITraining,124
385,RegionE,RealTimeInference,0
385,RegionE,BatchInference,8
385,RegionE,AITraining,26
385,RegionF,RealTimeInference,0
385,RegionF,BatchInference,0
385,RegionF,AITraining,190
386,RegionA,RealTimeInference,0
386,RegionA,BatchInference,0
386,RegionA,AITraining,0
386,RegionB,RealTimeInference,0
386,RegionB,BatchInference,9
386,RegionB,AITraining,0
386,RegionC,RealTimeInference,7
386,RegionC,BatchInference,0
386,RegionC,AITraining,0
386,RegionD,RealTimeInference,0
386,RegionD,BatchInference,11
386,RegionD,AITraining,75
386,RegionE,RealTimeInference,0
386,RegionE,BatchInference,39
386,RegionE,AITraining,206
386,RegionF,RealTimeInference,0
386,RegionF,BatchInference,0
386,RegionF,AITraining,66
387,RegionA,RealTimeInference,12
387,RegionA,BatchInference,5
387,RegionA,AITraining,77
387,RegionB,RealTimeInference,18
387,RegionB,BatchInference,10
387,RegionB,AITraining,0
387,RegionC,RealTimeInference,5
387,RegionC,BatchInference,0
387,RegionC,AITraining,0
387,RegionD,RealTimeInference,0
387,RegionD,BatchInference,25
387,RegionD,AITraining,253
387,RegionE,RealTimeInference,0
387,RegionE,BatchInference,0
387,RegionE,AITraining,207
387,RegionF,RealTimeInference,0
387,RegionF,BatchInference,8
387,RegionF,AITraining,0
388,RegionA,RealTimeInference,6
388,RegionA,BatchInference,70
388,RegionA,AITraining,0
388,RegionB,RealTimeInference,1
388,RegionB,BatchInference,5
388,RegionB,AITraining,0
388,RegionC,RealTimeInference,0
388,RegionC,BatchInference,19
388,RegionC,AITraining,0
388,RegionD,RealTimeInference,0
388,RegionD,BatchInference,0
388,RegionD,AITraining,441
388,RegionE,RealTimeInference,2
388,RegionE,BatchInference,26
388,RegionE,AITraining,77
388,RegionF,RealTimeInference,0
388,RegionF,BatchInference,6
388,RegionF,AITraining,47
389,RegionA,RealTimeInference,2
389,RegionA,BatchInference,19
389,RegionA,AITraining,0
389,RegionB,RealTimeInference,4
389,RegionB,BatchInference,20
389,RegionB,AITraining,52
389,RegionC,RealTimeInference,16
389,RegionC,BatchInference,20
389,RegionC,AITraining,0
389,RegionD,RealTimeInference,0
389,RegionD,BatchInference,0
389,RegionD,AITraining,141
389,RegionE,RealTimeInference,0
389,RegionE,BatchInference,23
389,RegionE,AITraining,26
389,RegionF,RealTimeInference,0
389,RegionF,BatchInference,17
389,RegionF,AITraining,154
390,RegionA,RealTimeInference,3
390,RegionA,BatchInference,23
390,RegionA,AITraining,50
390,RegionB,RealTimeInference,2
390,RegionB,BatchInference,13
390,RegionB,AITraining,0
390,RegionC,RealTimeInference,11
390,RegionC,BatchInference,0
390,RegionC,AITraining,0
390,RegionD,RealTimeInference,0
390,RegionD,BatchInference,0
390,RegionD,AITraining,280
390,RegionE,RealTimeInference,0
390,RegionE,BatchInference,18
390,RegionE,AITraining,0
390,RegionF,RealTimeInference,0
390,RegionF,BatchInference,16
390,RegionF,AITraining,151
391,RegionA,RealTimeInference,4
391,RegionA,BatchInference,22
391,RegionA,AITraining,0
391,RegionB,RealTimeInference,4
391,RegionB,BatchInference,16
391,RegionB,AITraining,0
391,RegionC,RealTimeInference,7
391,RegionC,BatchInference,36
391,RegionC,AITraining,0
391,RegionD,RealTimeInference,0
391,RegionD,BatchInference,20
391,RegionD,AITraining,330
391,RegionE,RealTimeInference,0
391,RegionE,BatchInference,45
391,RegionE,AITraining,62
391,RegionF,RealTimeInference,0
391,RegionF,BatchInference,10
391,RegionF,AITraining,193
392,RegionA,RealTimeInference,8
392,RegionA,BatchInference,34
392,RegionA,AITraining,0
392,RegionB,RealTimeInference,12
392,RegionB,BatchInference,0
392,RegionB,AITraining,0
392,RegionC,RealTimeInference,0
392,RegionC,BatchInference,18
392,RegionC,AITraining,0
392,RegionD,RealTimeInference,7
392,RegionD,BatchInference,48
392,RegionD,AITraining,297
392,RegionE,RealTimeInference,0
392,RegionE,BatchInference,14
392,RegionE,AITraining,111
392,RegionF,RealTimeInference,0
392,RegionF,BatchInference,20
392,RegionF,AITraining,126
393,RegionA,RealTimeInference,28
393,RegionA,BatchInference,31
393,RegionA,AITraining,0
393,RegionB,RealTimeInference,3
393,RegionB,BatchInference,23
393,RegionB,AITraining,0
393,RegionC,RealTimeInference,6
393,RegionC,BatchInference,8
393,RegionC,AITraining,0
393,RegionD,RealTimeInference,0
393,RegionD,BatchInference,6
393,RegionD,AITraining,324
393,RegionE,RealTimeInference,0
393,RegionE,BatchInference,27
393,RegionE,AITraining,368
393,RegionF,RealTimeInference,0
393,RegionF,BatchInference,0
393,RegionF,AITraining,76
394,RegionA,RealTimeInference,11
394,RegionA,BatchInference,0
394,RegionA,AITraining,0
394,RegionB,RealTimeInference,9
394,RegionB,BatchInference,0
394,RegionB,AITraining,0
394,RegionC,RealTimeInference,4
394,RegionC,BatchInference,0
394,RegionC,AITraining,0
394,RegionD,RealTimeInference,0
394,RegionD,BatchInference,28
394,RegionD,AITraining,223
394,RegionE,RealTimeInference,0
394,RegionE,BatchInference,0
394,RegionE,AITraining,0
394,RegionF,RealTimeInference,0
394,RegionF,BatchInference,9
394,RegionF,AITraining,477
395,RegionA,RealTimeInference,13
395,RegionA,BatchInference,6
395,RegionA,AITraining,0
395,RegionB,RealTimeInference,9
395,RegionB,BatchInference,0
395,RegionB,AITraining,0
395,RegionC,RealTimeInference,16
395,RegionC,BatchInference,0
395,RegionC,AITraining,91
395,RegionD,RealTimeInference,0
395,RegionD,BatchInference,9
395,RegionD,AITraining,81
395,RegionE,RealTimeInference,0
395,RegionE,BatchInference,0
395,RegionE,AITraining,60
395,RegionF,RealTimeInference,0
395,RegionF,BatchInference,16
395,RegionF,AITraining,139
396,RegionA,RealTimeInference,4
396,RegionA,BatchInference,28
396,RegionA,AITraining,0
396,RegionB,RealTimeInference,6
396,RegionB,BatchInference,6
396,RegionB,AITraining,0
396,RegionC,RealTimeInference,9
396,RegionC,BatchInference,0
396,RegionC,AITraining,0
396,RegionD,RealTimeInference,3
396,RegionD,BatchInference,0
396,RegionD,AITraining,0
396,RegionE,RealTimeInference,0
396,RegionE,BatchInference,0
396,RegionE,AITraining,269
396,RegionF,RealTimeInference,0
396,RegionF,BatchInference,54
396,RegionF,AITraining,0
397,RegionA,RealTimeInference,9
397,RegionA,BatchInference,4
397,RegionA,AITraining,0
397,RegionB,RealTimeInference,23
397,RegionB,BatchInference,47
397,RegionB,AITraining,0
397,RegionC,RealTimeInference,0
397,RegionC,BatchInference,0
397,RegionC,AITraining,0
397,RegionD,RealTimeInference,0
397,RegionD,BatchInference,36
397,RegionD,AITraining,49
397,RegionE,RealTimeInference,3
397,RegionE,BatchInference,0
397,RegionE,AITraining,81
397,RegionF,RealTimeInference,0
397,RegionF,BatchInference,0
397,RegionF,AITraining,96
398,RegionA,RealTimeInference,7
398,RegionA,BatchInference,34
398,RegionA,AITraining,0
398,RegionB,RealTimeInference,6
398,RegionB,BatchInference,0
398,RegionB,AITraining,0
398,RegionC,RealTimeInference,15
398,RegionC,BatchInference,29
398,RegionC,AITraining,0
398,RegionD,RealTimeInference,0
398,RegionD,BatchInference,17
398,RegionD,AITraining,55
398,RegionE,RealTimeInference,0
398,RegionE,BatchInference,11
398,RegionE,AITraining,243
398,RegionF,RealTimeInference,0
398,RegionF,BatchInference,12
398,RegionF,AITraining,113
399,RegionA,RealTimeInference,2
399,RegionA,BatchInference,20
399,RegionA,AITraining,0
399,RegionB,RealTimeInference,10
399,RegionB,BatchInference,7
399,RegionB,AITraining,0
399,RegionC,RealTimeInference,4
399,RegionC,BatchInference,4
399,RegionC,AITraining,0
399,RegionD,RealTimeInference,0
399,RegionD,BatchInference,26
399,RegionD,AITraining,113
399,RegionE,RealTimeInference,0
399,RegionE,BatchInference,10
399,RegionE,AITraining,133
399,RegionF,RealTimeInference,5
399,RegionF,BatchInference,5
399,RegionF,AITraining,222
400,RegionA,RealTimeInference,0
400,RegionA,BatchInference,60
400,RegionA,AITraining,0
400,RegionB,RealTimeInference,8
400,RegionB,BatchInference,13
400,RegionB,AITraining,0
400,RegionC,RealTimeInference,17
400,RegionC,BatchInference,7
400,RegionC,AITraining,0
400,RegionD,RealTimeInference,0
400,RegionD,BatchInference,0
400,RegionD,AITraining,463
400,RegionE,RealTimeInference,0
400,RegionE,BatchInference,34
400,RegionE,AITraining,117
400,RegionF,RealTimeInference,0
400,RegionF,BatchInference,21
400,RegionF,AITraining,186
401,RegionA,RealTimeInference,1
401,RegionA,BatchInference,20
401,RegionA,AITraining,0
401,RegionB,RealTimeInference,4
401,RegionB,BatchInference,0
401,RegionB,AITraining,0
401,RegionC,RealTimeInference,26
401,RegionC,BatchInference,20
401,RegionC,AITraining,0
401,RegionD,RealTimeInference,0
401,RegionD,BatchInference,19
401,RegionD,AITraining,161
401,RegionE,RealTimeInference,0
401,RegionE,BatchInference,13
401,RegionE,AITraining,42
401,RegionF,RealTimeInference,0
401,RegionF,BatchInference,10
401,RegionF,AITraining,175
402,RegionA,RealTimeInference,3
402,RegionA,BatchInference,20
402,RegionA,AITraining,30
402,RegionB,RealTimeInference,0
402,RegionB,BatchInference,41
402,RegionB,AITraining,0
402,RegionC,RealTimeInference,9
402,RegionC,BatchInference,0
402,RegionC,AITraining,117
402,RegionD,RealTimeInference,0
402,RegionD,BatchInference,55
402,RegionD,AITraining,24
402,RegionE,RealTimeInference,0
402,RegionE,BatchInference,0
402,RegionE,AITraining,132
402,RegionF,RealTimeInference,0
402,RegionF,BatchInference,20
402,RegionF,AITraining,264
403,RegionA,RealTimeInference,3
403,RegionA,BatchInference,38
403,RegionA,AITraining,0
403,RegionB,RealTimeInference,0
403,RegionB,BatchInference,0
403,RegionB,AITraining,0
403,RegionC,RealTimeInference,11
403,RegionC,BatchInference,23
403,RegionC,AITraining,0
403,RegionD,RealTimeInference,0
403,RegionD,BatchInference,13
403,RegionD,AITraining,426
403,RegionE,RealTimeInference,0
403,RegionE,BatchInference,11
403,RegionE,AITraining,42
403,RegionF,RealTimeInference,2
403,RegionF,BatchInference,19
403,RegionF,AITraining,94
404,RegionA,RealTimeInference,11
404,RegionA,BatchInference,35
404,RegionA,AITraining,0
404,RegionB,RealTimeInference,5
404,RegionB,BatchInference,22
404,RegionB,AITraining,0
404,RegionC,RealTimeInference,0
404,RegionC,BatchInference,23
404,RegionC,AITraining,174
404,RegionD,RealTimeInference,0
404,RegionD,BatchInference,0
404,RegionD,AITraining,18
404,RegionE,RealTimeInference,2
404,RegionE,BatchInference,0
404,RegionE,AITraining,0
404,RegionF,RealTimeInference,0
404,RegionF,BatchInference,0
404,RegionF,AITraining,83
405,RegionA,RealTimeInference,8
405,RegionA,BatchInference,25
405,RegionA,AITraining,0
405,RegionB,RealTimeInference,0
405,RegionB,BatchInference,24
405,RegionB,AITraining,38
405,RegionC,RealTimeInference,8
405,RegionC,BatchInference,0
405,RegionC,AITraining,0
405,RegionD,RealTimeInference,0
405,RegionD,BatchInference,49
405,RegionD,AITraining,167
405,RegionE,RealTimeInference,0
405,RegionE,BatchInference,19
405,RegionE,AITraining,325
405,RegionF,RealTimeInference,0
405,RegionF,BatchInference,0
405,RegionF,AITraining,47
406,RegionA,RealTimeInference,9
406,RegionA,BatchInference,33
406,RegionA,AITraining,0
406,RegionB,RealTimeInference,8
406,RegionB,BatchInference,16
406,RegionB,AITraining,0
406,RegionC,RealTimeInference,11
406,RegionC,BatchInference,0
406,RegionC,AITraining,0
406,RegionD,RealTimeInference,0
406,RegionD,BatchInference,28
406,RegionD,AITraining,264
406,RegionE,RealTimeInference,0
406,RegionE,BatchInference,0
406,RegionE,AITraining,224
406,RegionF,RealTimeInference,5
406,RegionF,BatchInference,0
406,RegionF,AITraining,118
407,RegionA,RealTimeInference,0
407,RegionA,BatchInference,4
407,RegionA,AITraining,94
407,RegionB,RealTimeInference,15
407,RegionB,BatchInference,58
407,RegionB,AITraining,22
407,RegionC,RealTimeInference,14
407,RegionC,BatchInference,10
407,RegionC,AITraining,0
407,RegionD,RealTimeInference,0
407,RegionD,BatchInference,13
407,RegionD,AITraining,0
407,RegionE,RealTimeInference,0
407,RegionE,BatchInference,18
407,RegionE,AITraining,117
407,RegionF,RealTimeInference,0
407,RegionF,BatchInference,13
407,RegionF,AITraining,64
408,RegionA,RealTimeInference,18
408,RegionA,BatchInference,24
408,RegionA,AITraining,43
408,RegionB,RealTimeInference,0
408,RegionB,BatchInference,38
408,RegionB,AITraining,150
408,RegionC,RealTimeInference,22
408,RegionC,BatchInference,0
408,RegionC,AITraining,87
408,RegionD,RealTimeInference,0
408,RegionD,BatchInference,0
408,RegionD,AITraining,328
408,RegionE,RealTimeInference,0
408,RegionE,BatchInference,8
408,RegionE,AITraining,34
408,RegionF,RealTimeInference,0
408,RegionF,BatchInference,0
408,RegionF,AITraining,75
409,RegionA,RealTimeInference,3
409,RegionA,BatchInference,27
409,RegionA,AITraining,0
409,RegionB,RealTimeInference,1
409,RegionB,BatchInference,4
409,RegionB,AITraining,0
409,RegionC,RealTimeInference,4
409,RegionC,BatchInference,19
409,RegionC,AITraining,75
409,RegionD,RealTimeInference,12
409,RegionD,BatchInference,31
409,RegionD,AITraining,168
409,RegionE,RealTimeInference,4
409,RegionE,BatchInference,19
409,RegionE,AITraining,159
409,RegionF,RealTimeInference,0
409,RegionF,BatchInference,34
409,RegionF,AITraining,153
410,RegionA,RealTimeInference,12
410,RegionA,BatchInference,0
410,RegionA,AITraining,91
410,RegionB,RealTimeInference,1
410,RegionB,BatchInference,41
410,RegionB,AITraining,0
410,RegionC,RealTimeInference,14
410,RegionC,BatchInference,6
410,RegionC,AITraining,49
410,RegionD,RealTimeInference,0
410,RegionD,BatchInference,7
410,RegionD,AITraining,100
410,RegionE,RealTimeInference,6
410,RegionE,BatchInference,17
410,RegionE,AITraining,142
410,RegionF,RealTimeInference,0
410,RegionF,BatchInference,0
410,RegionF,AITraining,261
411,RegionA,RealTimeInference,17
411,RegionA,BatchInference,16
411,RegionA,AITraining,56
411,RegionB,RealTimeInference,2
411,RegionB,BatchInference,60
411,RegionB,AITraining,45
411,RegionC,RealTimeInference,16
411,RegionC,BatchInference,20
411,RegionC,AITraining,0
411,RegionD,RealTimeInference,3
411,RegionD,BatchInference,17
411,RegionD,AITraining,143
411,RegionE,RealTimeInference,0
411,RegionE,BatchInference,23
411,RegionE,AITraining,213
411,RegionF,RealTimeInference,0
411,RegionF,BatchInference,12
411,RegionF,AITraining,185
412,RegionA,RealTimeInference,0
412,RegionA,BatchInference,20
412,RegionA,AITraining,0
412,RegionB,RealTimeInference,14
412,RegionB,BatchInference,29
412,RegionB,AITraining,0
412,RegionC,RealTimeInference,4
412,RegionC,BatchInference,0
412,RegionC,AITraining,0
412,RegionD,RealTimeInference,0
412,RegionD,BatchInference,0
412,RegionD,AITraining,82
412,RegionE,RealTimeInference,0
412,RegionE,BatchInference,18
412,RegionE,AITraining,160
412,RegionF,RealTimeInference,0
412,RegionF,BatchInference,21
412,RegionF,AITraining,0
413,RegionA,RealTimeInference,12
413,RegionA,BatchInference,0
413,RegionA,AITraining,0
413,RegionB,RealTimeInference,13
413,RegionB,BatchInference,23
413,RegionB,AITraining,27
413,RegionC,RealTimeInference,3
413,RegionC,BatchInference,8
413,RegionC,AITraining,0
413,RegionD,RealTimeInference,0
413,RegionD,BatchInference,0
413,RegionD,AITraining,336
413,RegionE,RealTimeInference,0
413,RegionE,BatchInference,0
413,RegionE,AITraining,124
413,RegionF,RealTimeInference,0
413,RegionF,BatchInference,0
413,RegionF,AITraining,319
414,RegionA,RealTimeInference,14
414,RegionA,BatchInference,15
414,RegionA,AITraining,0
414,RegionB,RealTimeInference,15
414,RegionB,BatchInference,0
414,RegionB,AITraining,0
414,RegionC,RealTimeInference,0
414,RegionC,BatchInference,27
414,RegionC,AITraining,83
414,RegionD,RealTimeInference,0
414,RegionD,BatchInference,0
414,RegionD,AITraining,512
414,RegionE,RealTimeInference,6
414,RegionE,BatchInference,0
414,RegionE,AITraining,246
414,RegionF,RealTimeInference,0
414,RegionF,BatchInference,9
414,RegionF,AITraining,63
415,RegionA,RealTimeInference,14
415,RegionA,BatchInference,28
415,RegionA,AITraining,0
415,RegionB,RealTimeInference,7
415,RegionB,BatchInference,16
415,RegionB,AITraining,0
415,RegionC,RealTimeInference,16
415,RegionC,BatchInference,0
415,RegionC,AITraining,0
415,RegionD,RealTimeInference,0
415,RegionD,BatchInference,0
415,RegionD,AITraining,0
415,RegionE,RealTimeInference,0
415,RegionE,BatchInference,22
415,RegionE,AITraining,161
415,RegionF,RealTimeInference,0
415,RegionF,BatchInference,29
415,RegionF,AITraining,68
416,RegionA,RealTimeInference,3
416,RegionA,BatchInference,32
416,RegionA,AITraining,19
416,RegionB,RealTimeInference,12
416,RegionB,BatchInference,48
416,RegionB,AITraining,0
416,RegionC,RealTimeInference,0
416,RegionC,BatchInference,0
416,RegionC,AITraining,0
416,RegionD,RealTimeInference,0
416,RegionD,BatchInference,0
416,RegionD,AITraining,0
416,RegionE,RealTimeInference,3
416,RegionE,BatchInference,0
416,RegionE,AITraining,184
416,RegionF,RealTimeInference,0
416,RegionF,BatchInference,10
416,RegionF,AITraining,142
417,RegionA,RealTimeInference,9
417,RegionA,BatchInference,20
417,RegionA,AITraining,26
417,RegionB,RealTimeInference,5
417,RegionB,BatchInference,10
417,RegionB,AITraining,0
417,RegionC,RealTimeInference,10
417,RegionC,BatchInference,22
417,RegionC,AITraining,0
417,RegionD,RealTimeInference,0
417,RegionD,BatchInference,29
417,RegionD,AITraining,101
417,RegionE,RealTimeInference,14
417,RegionE,BatchInference,0
417,RegionE,AITraining,123
417,RegionF,RealTimeInference,0
417,RegionF,BatchInference,13
417,RegionF,AITraining,177
418,RegionA,RealTimeInference,10
418,RegionA,BatchInference,41
418,RegionA,AITraining,0
418,RegionB,RealTimeInference,7
418,RegionB,BatchInference,8
418,RegionB,AITraining,0
418,RegionC,RealTimeInference,0
418,RegionC,BatchInference,16
418,RegionC,AITraining,0
418,RegionD,RealTimeInference,0
418,RegionD,BatchInference,20
418,RegionD,AITraining,69
418,RegionE,RealTimeInference,3
418,RegionE,BatchInference,36
418,RegionE,AITraining,153
418,RegionF,RealTimeInference,0
418,RegionF,BatchInference,47
418,RegionF,AITraining,76
419,RegionA,RealTimeInference,28
419,RegionA,BatchInference,0
419,RegionA,AITraining,40
419,RegionB,RealTimeInference,13
419,RegionB,BatchInference,36
419,RegionB,AITraining,54
419,RegionC,RealTimeInference,11
419,RegionC,BatchInference,37
419,RegionC,AITraining,0
419,RegionD,RealTimeInference,0
419,RegionD,BatchInference,29
419,RegionD,AITraining,286
419,RegionE,RealTimeInference,0
419,RegionE,BatchInference,6
419,RegionE,AITraining,0
419,RegionF,RealTimeInference,0
419,RegionF,BatchInference,21
419,RegionF,AITraining,53
420,RegionA,RealTimeInference,0
420,RegionA,BatchInference,19
420,RegionA,AITraining,0
420,RegionB,RealTimeInference,19
420,RegionB,BatchInference,9
420,RegionB,AITraining,0
420,RegionC,RealTimeInference,9
420,RegionC,BatchInference,22
420,RegionC,AITraining,0
420,RegionD,RealTimeInference,0
420,RegionD,BatchInference,15
420,RegionD,AITraining,143
420,RegionE,RealTimeInference,0
420,RegionE,BatchInference,32
420,RegionE,AITraining,100
420,RegionF,RealTimeInference,0
420,RegionF,BatchInference,21
420,RegionF,AITraining,122
421,RegionA,RealTimeInference,26
421,RegionA,BatchInference,44
421,RegionA,AITraining,0
421,RegionB,RealTimeInference,0
421,RegionB,BatchInference,0
421,RegionB,AITraining,0
421,RegionC,RealTimeInference,5
421,RegionC,BatchInference,20
421,RegionC,AITraining,47
421,RegionD,RealTimeInference,0
421,RegionD,BatchInference,42
421,RegionD,AITraining,172
421,RegionE,RealTimeInference,0
421,RegionE,BatchInference,0
421,RegionE,AITraining,190
