datetime,source_date,source_time,price_yuan_per_kwh
2025-02-27 01:30:00,2025-02-27,01:30:00,0.3761
2025-02-27 01:40:00,2025-02-27,01:40:00,0.426
2025-02-27 01:50:00,2025-02-27,01:50:00,0.4774
2025-02-27 02:00:00,2025-02-27,02:00:00,0.4609
2025-02-27 02:10:00,2025-02-27,02:10:00,0.4095
2025-02-27 02:20:00,2025-02-27,02:20:00,0.4056
2025-02-27 02:30:00,2025-02-27,02:30:00,0.4501
2025-02-27 02:40:00,2025-02-27,02:40:00,0.4728
2025-02-27 02:50:00,2025-02-27,02:50:00,0.4866
2025-02-27 03:00:00,2025-02-27,03:00:00,0.4801
2025-02-27 03:10:00,2025-02-27,03:10:00,0.428
2025-02-27 03:20:00,2025-02-27,03:20:00,0.4263
2025-02-27 03:30:00,2025-02-27,03:30:00,0.4726
2025-02-27 03:40:00,2025-02-27,03:40:00,0.4662
2025-02-27 03:50:00,2025-02-27,03:50:00,0.434
2025-02-27 04:00:00,2025-02-27,04:00:00,0.4365
2025-02-27 04:10:00,2025-02-27,04:10:00,0.4994
2025-02-27 04:20:00,2025-02-27,04:20:00,0.5143
2025-02-27 04:30:00,2025-02-27,04:30:00,0.4807
2025-02-27 04:40:00,2025-02-27,04:40:00,0.4932
2025-02-27 04:50:00,2025-02-27,04:50:00,0.4683
2025-02-27 05:00:00,2025-02-27,05:00:00,0.4239
2025-02-27 05:10:00,2025-02-27,05:10:00,0.4725
2025-02-27 05:20:00,2025-02-27,05:20:00,0.5173
2025-02-27 05:30:00,2025-02-27,05:30:00,0.4742
2025-02-27 05:40:00,2025-02-27,05:40:00,0.4014
2025-02-27 05:50:00,2025-02-27,05:50:00,0.6353
2025-02-27 06:00:00,2025-02-27,06:00:00,1.0145
2025-02-27 06:10:00,2025-02-27,06:10:00,1.0228
2025-02-27 06:20:00,2025-02-27,06:20:00,0.9762
2025-02-27 06:30:00,2025-02-27,06:30:00,1.0346
2025-02-27 06:40:00,2025-02-27,06:40:00,1.0286
2025-02-27 06:50:00,2025-02-27,06:50:00,0.9549
2025-02-27 07:00:00,2025-02-27,07:00:00,0.8819
2025-02-27 07:10:00,2025-02-27,07:10:00,0.8755
2025-02-27 07:20:00,2025-02-27,07:20:00,0.8874
2025-02-27 07:30:00,2025-02-27,07:30:00,0.8328
2025-02-27 07:40:00,2025-02-27,07:40:00,0.7181
2025-02-27 07:50:00,2025-02-27,07:50:00,0.9206
2025-02-27 08:00:00,2025-02-27,08:00:00,1.3111
2025-02-27 08:10:00,2025-02-27,08:10:00,1.3501
2025-02-27 08:20:00,2025-02-27,08:20:00,1.2458
2025-02-27 08:30:00,2025-02-27,08:30:00,1.1894
2025-02-27 08:40:00,2025-02-27,08:40:00,1.1646
2025-02-27 08:50:00,2025-02-27,08:50:00,1.1662
2025-02-27 09:00:00,2025-02-27,09:00:00,1.1946
2025-02-27 09:10:00,2025-02-27,09:10:00,1.2305
2025-02-27 09:20:00,2025-02-27,09:20:00,1.1806
2025-02-27 09:30:00,2025-02-27,09:30:00,1.0767
2025-02-27 09:40:00,2025-02-27,09:40:00,1.0527
2025-02-27 09:50:00,2025-02-27,09:50:00,1.0743
2025-02-27 10:00:00,2025-02-27,10:00:00,1.0711
2025-02-27 10:10:00,2025-02-27,10:10:00,1.0049
2025-02-27 10:20:00,2025-02-27,10:20:00,0.9352
2025-02-27 10:30:00,2025-02-27,10:30:00,0.9196
2025-02-27 10:40:00,2025-02-27,10:40:00,0.94
2025-02-27 10:50:00,2025-02-27,10:50:00,0.796
2025-02-27 11:00:00,2025-02-27,11:00:00,0.5554
2025-02-27 11:10:00,2025-02-27,11:10:00,0.4999
2025-02-27 11:20:00,2025-02-27,11:20:00,0.5186
2025-02-27 11:30:00,2025-02-27,11:30:00,0.5215
2025-02-27 11:40:00,2025-02-27,11:40:00,0.526
2025-02-27 11:50:00,2025-02-27,11:50:00,0.4922
2025-02-27 12:00:00,2025-02-27,12:00:00,0.4351
2025-02-27 12:10:00,2025-02-27,12:10:00,0.4228
2025-02-27 12:20:00,2025-02-27,12:20:00,0.4508
2025-02-27 12:30:00,2025-02-27,12:30:00,0.4562
2025-02-27 12:40:00,2025-02-27,12:40:00,0.413
2025-02-27 12:50:00,2025-02-27,12:50:00,0.582
2025-02-27 13:00:00,2025-02-27,13:00:00,0.8848
2025-02-27 13:10:00,2025-02-27,13:10:00,0.9583
2025-02-27 13:20:00,2025-02-27,13:20:00,0.9404
2025-02-27 13:30:00,2025-02-27,13:30:00,0.9434
2025-02-27 13:40:00,2025-02-27,13:40:00,0.9364
2025-02-27 13:50:00,2025-02-27,13:50:00,0.9338
2025-02-27 14:00:00,2025-02-27,14:00:00,0.939
2025-02-27 14:10:00,2025-02-27,14:10:00,0.9425
2025-02-27 14:20:00,2025-02-27,14:20:00,0.9785
2025-02-27 14:30:00,2025-02-27,14:30:00,1.0523
2025-02-27 14:40:00,2025-02-27,14:40:00,1.1016
2025-02-27 14:50:00,2025-02-27,14:50:00,0.9681
2025-02-27 15:00:00,2025-02-27,15:00:00,0.7547
2025-02-27 15:10:00,2025-02-27,15:10:00,0.744
2025-02-27 15:20:00,2025-02-27,15:20:00,0.8085
2025-02-27 15:30:00,2025-02-27,15:30:00,0.8503
2025-02-27 15:40:00,2025-02-27,15:40:00,0.8873
2025-02-27 15:50:00,2025-02-27,15:50:00,0.863
2025-02-27 16:00:00,2025-02-27,16:00:00,0.8183
2025-02-27 16:10:00,2025-02-27,16:10:00,0.8704
2025-02-27 16:20:00,2025-02-27,16:20:00,0.9682
2025-02-27 16:30:00,2025-02-27,16:30:00,1.0197
2025-02-27 16:40:00,2025-02-27,16:40:00,0.9792
2025-02-27 16:50:00,2025-02-27,16:50:00,0.9734
2025-02-27 17:00:00,2025-02-27,17:00:00,1.0202
2025-02-27 17:10:00,2025-02-27,17:10:00,1.029
2025-02-27 17:20:00,2025-02-27,17:20:00,1.0768
2025-02-27 17:30:00,2025-02-27,17:30:00,1.1183
2025-02-27 17:40:00,2025-02-27,17:40:00,1.0403
2025-02-27 17:50:00,2025-02-27,17:50:00,1.1022
2025-02-27 18:00:00,2025-02-27,18:00:00,1.2716
2025-02-27 18:10:00,2025-02-27,18:10:00,1.2554
2025-02-27 18:20:00,2025-02-27,18:20:00,1.2553
2025-02-27 18:30:00,2025-02-27,18:30:00,1.3222
2025-02-27 18:40:00,2025-02-27,18:40:00,1.2905
2025-02-27 18:50:00,2025-02-27,18:50:00,1.2408
2025-02-27 19:00:00,2025-02-27,19:00:00,1.2356
2025-02-27 19:10:00,2025-02-27,19:10:00,1.2567
2025-02-27 19:20:00,2025-02-27,19:20:00,1.2931
2025-02-27 19:30:00,2025-02-27,19:30:00,1.317
2025-02-27 19:40:00,2025-02-27,19:40:00,1.2926
2025-02-27 19:50:00,2025-02-27,19:50:00,1.2337
2025-02-27 20:00:00,2025-02-27,20:00:00,1.2151
2025-02-27 20:10:00,2025-02-27,20:10:00,1.2986
2025-02-27 20:20:00,2025-02-27,20:20:00,1.3129
2025-02-27 20:30:00,2025-02-27,20:30:00,1.277
2025-02-27 20:40:00,2025-02-27,20:40:00,1.338
2025-02-27 20:50:00,2025-02-27,20:50:00,1.1803
2025-02-27 21:00:00,2025-02-27,21:00:00,0.8943
2025-02-27 21:10:00,2025-02-27,21:10:00,0.9117
2025-02-27 21:20:00,2025-02-27,21:20:00,0.9498
2025-02-27 21:30:00,2025-02-27,21:30:00,0.9122
2025-02-27 21:40:00,2025-02-27,21:40:00,0.952
2025-02-27 21:50:00,2025-02-27,21:50:00,0.7578
2025-02-27 22:00:00,2025-02-27,22:00:00,0.4201
2025-02-27 22:10:00,2025-02-27,22:10:00,0.3848
2025-02-27 22:20:00,2025-02-27,22:20:00,0.4405
2025-02-27 22:30:00,2025-02-27,22:30:00,0.4249
2025-02-27 22:40:00,2025-02-27,22:40:00,0.3923
2025-02-27 22:50:00,2025-02-27,22:50:00,0.3851
2025-02-27 23:00:00,2025-02-27,23:00:00,0.4055
2025-02-27 23:10:00,2025-02-27,23:10:00,0.4204
2025-02-27 23:20:00,2025-02-27,23:20:00,0.3987
2025-02-27 23:30:00,2025-02-27,23:30:00,0.3714
2025-02-27 23:40:00,2025-02-27,23:40:00,0.3945
2025-02-27 23:50:00,2025-02-27,23:50:00,0.3839
2025-02-28 00:00:00,2025-02-27,0:00+1,0.3235
2025-02-28 00:10:00,2025-02-28,00:10:00,0.2924
2025-02-28 00:20:00,2025-02-28,00:20:00,0.3305
2025-02-28 00:30:00,2025-02-28,00:30:00,0.3714
2025-02-28 00:40:00,2025-02-28,00:40:00,0.317
2025-02-28 00:50:00,2025-02-28,00:50:00,0.317
2025-02-28 01:00:00,2025-02-28,01:00:00,0.3638
2025-02-28 01:10:00,2025-02-28,01:10:00,0.305
2025-02-28 01:20:00,2025-02-28,01:20:00,0.2839
2025-02-28 01:30:00,2025-02-28,01:30:00,0.3513
2025-02-28 01:40:00,2025-02-28,01:40:00,0.3995
2025-02-28 01:50:00,2025-02-28,01:50:00,0.3646
2025-02-28 02:00:00,2025-02-28,02:00:00,0.3106
2025-02-28 02:10:00,2025-02-28,02:10:00,0.3564
2025-02-28 02:20:00,2025-02-28,02:20:00,0.3861
2025-02-28 02:30:00,2025-02-28,02:30:00,0.3676
2025-02-28 02:40:00,2025-02-28,02:40:00,0.3797
2025-02-28 02:50:00,2025-02-28,02:50:00,0.3743
2025-02-28 03:00:00,2025-02-28,03:00:00,0.3455
2025-02-28 03:10:00,2025-02-28,03:10:00,0.3451
2025-02-28 03:20:00,2025-02-28,03:20:00,0.3537
2025-02-28 03:30:00,2025-02-28,03:30:00,0.3515
2025-02-28 03:40:00,2025-02-28,03:40:00,0.3402
2025-02-28 03:50:00,2025-02-28,03:50:00,0.3368
2025-02-28 04:00:00,2025-02-28,04:00:00,0.3448
2025-02-28 04:10:00,2025-02-28,04:10:00,0.3504
2025-02-28 04:20:00,2025-02-28,04:20:00,0.3375
2025-02-28 04:30:00,2025-02-28,04:30:00,0.3289
2025-02-28 04:40:00,2025-02-28,04:40:00,0.3652
2025-02-28 04:50:00,2025-02-28,04:50:00,0.4038
2025-02-28 05:00:00,2025-02-28,05:00:00,0.4054
2025-02-28 05:10:00,2025-02-28,05:10:00,0.3696
2025-02-28 05:20:00,2025-02-28,05:20:00,0.3491
2025-02-28 05:30:00,2025-02-28,05:30:00,0.3501
2025-02-28 05:40:00,2025-02-28,05:40:00,0.3613
2025-02-28 05:50:00,2025-02-28,05:50:00,0.5278
2025-02-28 06:00:00,2025-02-28,06:00:00,0.7597
2025-02-28 06:10:00,2025-02-28,06:10:00,0.7948
2025-02-28 06:20:00,2025-02-28,06:20:00,0.7707
2025-02-28 06:30:00,2025-02-28,06:30:00,0.7774
2025-02-28 06:40:00,2025-02-28,06:40:00,0.7731
2025-02-28 06:50:00,2025-02-28,06:50:00,0.7855
2025-02-28 07:00:00,2025-02-28,07:00:00,0.7946
2025-02-28 07:10:00,2025-02-28,07:10:00,0.7492
2025-02-28 07:20:00,2025-02-28,07:20:00,0.7363
2025-02-28 07:30:00,2025-02-28,07:30:00,0.7379
2025-02-28 07:40:00,2025-02-28,07:40:00,0.6732
2025-02-28 07:50:00,2025-02-28,07:50:00,0.7587
2025-02-28 08:00:00,2025-02-28,08:00:00,0.9518
2025-02-28 08:10:00,2025-02-28,08:10:00,0.9699
2025-02-28 08:20:00,2025-02-28,08:20:00,0.9051
2025-02-28 08:30:00,2025-02-28,08:30:00,0.8574
2025-02-28 08:40:00,2025-02-28,08:40:00,0.8345
2025-02-28 08:50:00,2025-02-28,08:50:00,0.8305
2025-02-28 09:00:00,2025-02-28,09:00:00,0.8385
2025-02-28 09:10:00,2025-02-28,09:10:00,0.852
2025-02-28 09:20:00,2025-02-28,09:20:00,0.8581
2025-02-28 09:30:00,2025-02-28,09:30:00,0.8319
2025-02-28 09:40:00,2025-02-28,09:40:00,0.7612
2025-02-28 09:50:00,2025-02-28,09:50:00,0.7219
2025-02-28 10:00:00,2025-02-28,10:00:00,0.7289
2025-02-28 10:10:00,2025-02-28,10:10:00,0.7243
2025-02-28 10:20:00,2025-02-28,10:20:00,0.6906
2025-02-28 10:30:00,2025-02-28,10:30:00,0.6709
2025-02-28 10:40:00,2025-02-28,10:40:00,0.6963
2025-02-28 10:50:00,2025-02-28,10:50:00,0.5676
2025-02-28 11:00:00,2025-02-28,11:00:00,0.3516
2025-02-28 11:10:00,2025-02-28,11:10:00,0.3335
2025-02-28 11:20:00,2025-02-28,11:20:00,0.3837
2025-02-28 11:30:00,2025-02-28,11:30:00,0.3969
2025-02-28 11:40:00,2025-02-28,11:40:00,0.3875
2025-02-28 11:50:00,2025-02-28,11:50:00,0.3265
2025-02-28 12:00:00,2025-02-28,12:00:00,0.2651
2025-02-28 12:10:00,2025-02-28,12:10:00,0.2951
2025-02-28 12:20:00,2025-02-28,12:20:00,0.3048
2025-02-28 12:30:00,2025-02-28,12:30:00,0.2612
2025-02-28 12:40:00,2025-02-28,12:40:00,0.2737
2025-02-28 12:50:00,2025-02-28,12:50:00,0.4864
2025-02-28 13:00:00,2025-02-28,13:00:00,0.7423
2025-02-28 13:10:00,2025-02-28,13:10:00,0.7228
2025-02-28 13:20:00,2025-02-28,13:20:00,0.6847
2025-02-28 13:30:00,2025-02-28,13:30:00,0.725
2025-02-28 13:40:00,2025-02-28,13:40:00,0.696
2025-02-28 13:50:00,2025-02-28,13:50:00,0.6934
2025-02-28 14:00:00,2025-02-28,14:00:00,0.7272
2025-02-28 14:10:00,2025-02-28,14:10:00,0.7011
2025-02-28 14:20:00,2025-02-28,14:20:00,0.691
2025-02-28 14:30:00,2025-02-28,14:30:00,0.7501
2025-02-28 14:40:00,2025-02-28,14:40:00,0.8273
2025-02-28 14:50:00,2025-02-28,14:50:00,0.7345
2025-02-28 15:00:00,2025-02-28,15:00:00,0.5184
2025-02-28 15:10:00,2025-02-28,15:10:00,0.4306
2025-02-28 15:20:00,2025-02-28,15:20:00,0.4688
2025-02-28 15:30:00,2025-02-28,15:30:00,0.5477
2025-02-28 15:40:00,2025-02-28,15:40:00,0.586
2025-02-28 15:50:00,2025-02-28,15:50:00,0.5828
2025-02-28 16:00:00,2025-02-28,16:00:00,0.5638
2025-02-28 16:10:00,2025-02-28,16:10:00,0.5581
2025-02-28 16:20:00,2025-02-28,16:20:00,0.5866
2025-02-28 16:30:00,2025-02-28,16:30:00,0.6576
2025-02-28 16:40:00,2025-02-28,16:40:00,0.7456
2025-02-28 16:50:00,2025-02-28,16:50:00,0.7368
2025-02-28 17:00:00,2025-02-28,17:00:00,0.6759
2025-02-28 17:10:00,2025-02-28,17:10:00,0.7192
2025-02-28 17:20:00,2025-02-28,17:20:00,0.7499
2025-02-28 17:30:00,2025-02-28,17:30:00,0.7069
2025-02-28 17:40:00,2025-02-28,17:40:00,0.6841
2025-02-28 17:50:00,2025-02-28,17:50:00,0.8773
2025-02-28 18:00:00,2025-02-28,18:00:00,1.1362
2025-02-28 18:10:00,2025-02-28,18:10:00,1.1079
2025-02-28 18:20:00,2025-02-28,18:20:00,1.0936
2025-02-28 18:30:00,2025-02-28,18:30:00,1.1619
2025-02-28 18:40:00,2025-02-28,18:40:00,1.0892
2025-02-28 18:50:00,2025-02-28,18:50:00,1.0731
2025-02-28 19:00:00,2025-02-28,19:00:00,1.1405
2025-02-28 19:10:00,2025-02-28,19:10:00,1.1118
2025-02-28 19:20:00,2025-02-28,19:20:00,1.0973
2025-02-28 19:30:00,2025-02-28,19:30:00,1.1281
2025-02-28 19:40:00,2025-02-28,19:40:00,1.1106
2025-02-28 19:50:00,2025-02-28,19:50:00,1.0708
2025-02-28 20:00:00,2025-02-28,20:00:00,1.0727
2025-02-28 20:10:00,2025-02-28,20:10:00,1.1457
2025-02-28 20:20:00,2025-02-28,20:20:00,1.1629
2025-02-28 20:30:00,2025-02-28,20:30:00,1.1264
2025-02-28 20:40:00,2025-02-28,20:40:00,1.1387
2025-02-28 20:50:00,2025-02-28,20:50:00,1.04
2025-02-28 21:00:00,2025-02-28,21:00:00,0.8543
2025-02-28 21:10:00,2025-02-28,21:10:00,0.7867
2025-02-28 21:20:00,2025-02-28,21:20:00,0.7693
2025-02-28 21:30:00,2025-02-28,21:30:00,0.79
2025-02-28 21:40:00,2025-02-28,21:40:00,0.8707
2025-02-28 21:50:00,2025-02-28,21:50:00,0.6857
2025-02-28 22:00:00,2025-02-28,22:00:00,0.3361
2025-02-28 22:10:00,2025-02-28,22:10:00,0.2788
2025-02-28 22:20:00,2025-02-28,22:20:00,0.3384
2025-02-28 22:30:00,2025-02-28,22:30:00,0.3248
2025-02-28 22:40:00,2025-02-28,22:40:00,0.2409
2025-02-28 22:50:00,2025-02-28,22:50:00,0.2551
2025-02-28 23:00:00,2025-02-28,23:00:00,0.3581
2025-02-28 23:10:00,2025-02-28,23:10:00,0.3738
2025-02-28 23:20:00,2025-02-28,23:20:00,0.3286
2025-02-28 23:30:00,2025-02-28,23:30:00,0.2892
2025-02-28 23:40:00,2025-02-28,23:40:00,0.293
2025-02-28 23:50:00,2025-02-28,23:50:00,0.3095
2025-03-01 00:00:00,2025-02-28,0:00+1,0.3135
2025-03-01 00:10:00,2025-03-01,00:10:00,0.3078
2025-03-01 00:20:00,2025-03-01,00:20:00,0.3173
2025-03-01 00:30:00,2025-03-01,00:30:00,0.3389
2025-03-01 00:40:00,2025-03-01,00:40:00,0.3436
2025-03-01 00:50:00,2025-03-01,00:50:00,0.3291
2025-03-01 01:00:00,2025-03-01,01:00:00,0.3081
2025-03-01 01:10:00,2025-03-01,01:10:00,0.3022
2025-03-01 01:20:00,2025-03-01,01:20:00,0.3383
2025-03-01 01:30:00,2025-03-01,01:30:00,0.3831
2025-03-01 01:40:00,2025-03-01,01:40:00,0.3706
2025-03-01 01:50:00,2025-03-01,01:50:00,0.345
2025-03-01 02:00:00,2025-03-01,02:00:00,0.3242
2025-03-01 02:10:00,2025-03-01,02:10:00,0.2938
2025-03-01 02:20:00,2025-03-01,02:20:00,0.3226
2025-03-01 02:30:00,2025-03-01,02:30:00,0.3811
2025-03-01 02:40:00,2025-03-01,02:40:00,0.3636
2025-03-01 02:50:00,2025-03-01,02:50:00,0.3342
2025-03-01 03:00:00,2025-03-01,03:00:00,0.3263
2025-03-01 03:10:00,2025-03-01,03:10:00,0.311
2025-03-01 03:20:00,2025-03-01,03:20:00,0.3055
2025-03-01 03:30:00,2025-03-01,03:30:00,0.3049
2025-03-01 03:40:00,2025-03-01,03:40:00,0.2902
2025-03-01 03:50:00,2025-03-01,03:50:00,0.3164
2025-03-01 04:00:00,2025-03-01,04:00:00,0.3766
2025-03-01 04:10:00,2025-03-01,04:10:00,0.3972
2025-03-01 04:20:00,2025-03-01,04:20:00,0.3627
2025-03-01 04:30:00,2025-03-01,04:30:00,0.3274
2025-03-01 04:40:00,2025-03-01,04:40:00,0.3604
2025-03-01 04:50:00,2025-03-01,04:50:00,0.3773
2025-03-01 05:00:00,2025-03-01,05:00:00,0.3507
2025-03-01 05:10:00,2025-03-01,05:10:00,0.3421
2025-03-01 05:20:00,2025-03-01,05:20:00,0.3788
2025-03-01 05:30:00,2025-03-01,05:30:00,0.3911
2025-03-01 05:40:00,2025-03-01,05:40:00,0.3183
2025-03-01 05:50:00,2025-03-01,05:50:00,0.4638
2025-03-01 06:00:00,2025-03-01,06:00:00,0.7652
2025-03-01 06:10:00,2025-03-01,06:10:00,0.83
2025-03-01 06:20:00,2025-03-01,06:20:00,0.7716
2025-03-01 06:30:00,2025-03-01,06:30:00,0.7324
2025-03-01 06:40:00,2025-03-01,06:40:00,0.7346
2025-03-01 06:50:00,2025-03-01,06:50:00,0.7333
2025-03-01 07:00:00,2025-03-01,07:00:00,0.7255
2025-03-01 07:10:00,2025-03-01,07:10:00,0.7442
2025-03-01 07:20:00,2025-03-01,07:20:00,0.7358
2025-03-01 07:30:00,2025-03-01,07:30:00,0.6772
2025-03-01 07:40:00,2025-03-01,07:40:00,0.6297
2025-03-01 07:50:00,2025-03-01,07:50:00,0.7663
2025-03-01 08:00:00,2025-03-01,08:00:00,0.9829
2025-03-01 08:10:00,2025-03-01,08:10:00,0.9813
2025-03-01 08:20:00,2025-03-01,08:20:00,0.9029
2025-03-01 08:30:00,2025-03-01,08:30:00,0.8679
2025-03-01 08:40:00,2025-03-01,08:40:00,0.868
2025-03-01 08:50:00,2025-03-01,08:50:00,0.9153
2025-03-01 09:00:00,2025-03-01,09:00:00,0.9531
2025-03-01 09:10:00,2025-03-01,09:10:00,0.8947
2025-03-01 09:20:00,2025-03-01,09:20:00,0.8313
2025-03-01 09:30:00,2025-03-01,09:30:00,0.8121
2025-03-01 09:40:00,2025-03-01,09:40:00,0.8009
2025-03-01 09:50:00,2025-03-01,09:50:00,0.7695
2025-03-01 10:00:00,2025-03-01,10:00:00,0.7493
2025-03-01 10:10:00,2025-03-01,10:10:00,0.7858
2025-03-01 10:20:00,2025-03-01,10:20:00,0.7644
2025-03-01 10:30:00,2025-03-01,10:30:00,0.7122
2025-03-01 10:40:00,2025-03-01,10:40:00,0.7473
2025-03-01 10:50:00,2025-03-01,10:50:00,0.6356
2025-03-01 11:00:00,2025-03-01,11:00:00,0.3986
2025-03-01 11:10:00,2025-03-01,11:10:00,0.3198
2025-03-01 11:20:00,2025-03-01,11:20:00,0.3509
2025-03-01 11:30:00,2025-03-01,11:30:00,0.3698
2025-03-01 11:40:00,2025-03-01,11:40:00,0.3109
2025-03-01 11:50:00,2025-03-01,11:50:00,0.281
2025-03-01 12:00:00,2025-03-01,12:00:00,0.3012
2025-03-01 12:10:00,2025-03-01,12:10:00,0.2958
2025-03-01 12:20:00,2025-03-01,12:20:00,0.3095
2025-03-01 12:30:00,2025-03-01,12:30:00,0.3098
2025-03-01 12:40:00,2025-03-01,12:40:00,0.2405
2025-03-01 12:50:00,2025-03-01,12:50:00,0.3713
2025-03-01 13:00:00,2025-03-01,13:00:00,0.6281
2025-03-01 13:10:00,2025-03-01,13:10:00,0.6437
2025-03-01 13:20:00,2025-03-01,13:20:00,0.5748
2025-03-01 13:30:00,2025-03-01,13:30:00,0.5676
2025-03-01 13:40:00,2025-03-01,13:40:00,0.6125
2025-03-01 13:50:00,2025-03-01,13:50:00,0.6665
2025-03-01 14:00:00,2025-03-01,14:00:00,0.7042
2025-03-01 14:10:00,2025-03-01,14:10:00,0.726
2025-03-01 14:20:00,2025-03-01,14:20:00,0.7346
2025-03-01 14:30:00,2025-03-01,14:30:00,0.7484
2025-03-01 14:40:00,2025-03-01,14:40:00,0.7635
2025-03-01 14:50:00,2025-03-01,14:50:00,0.6382
2025-03-01 15:00:00,2025-03-01,15:00:00,0.4601
2025-03-01 15:10:00,2025-03-01,15:10:00,0.473
2025-03-01 15:20:00,2025-03-01,15:20:00,0.5013
2025-03-01 15:30:00,2025-03-01,15:30:00,0.4958
2025-03-01 15:40:00,2025-03-01,15:40:00,0.5737
2025-03-01 15:50:00,2025-03-01,15:50:00,0.5908
2025-03-01 16:00:00,2025-03-01,16:00:00,0.5587
2025-03-01 16:10:00,2025-03-01,16:10:00,0.6386
2025-03-01 16:20:00,2025-03-01,16:20:00,0.698
2025-03-01 16:30:00,2025-03-01,16:30:00,0.6879
2025-03-01 16:40:00,2025-03-01,16:40:00,0.6918
2025-03-01 16:50:00,2025-03-01,16:50:00,0.6872
2025-03-01 17:00:00,2025-03-01,17:00:00,0.682
2025-03-01 17:10:00,2025-03-01,17:10:00,0.722
2025-03-01 17:20:00,2025-03-01,17:20:00,0.7732
2025-03-01 17:30:00,2025-03-01,17:30:00,0.7813
2025-03-01 17:40:00,2025-03-01,17:40:00,0.7435
2025-03-01 17:50:00,2025-03-01,17:50:00,0.8499
2025-03-01 18:00:00,2025-03-01,18:00:00,1.0579
2025-03-01 18:10:00,2025-03-01,18:10:00,1.1266
2025-03-01 18:20:00,2025-03-01,18:20:00,1.1384
2025-03-01 18:30:00,2025-03-01,18:30:00,1.1459
2025-03-01 18:40:00,2025-03-01,18:40:00,1.112
2025-03-01 18:50:00,2025-03-01,18:50:00,1.0962
2025-03-01 19:00:00,2025-03-01,19:00:00,1.1099
2025-03-01 19:10:00,2025-03-01,19:10:00,1.1094
2025-03-01 19:20:00,2025-03-01,19:20:00,1.1229
2025-03-01 19:30:00,2025-03-01,19:30:00,1.1396
2025-03-01 19:40:00,2025-03-01,19:40:00,1.119
2025-03-01 19:50:00,2025-03-01,19:50:00,1.1282
2025-03-01 20:00:00,2025-03-01,20:00:00,1.1576
2025-03-01 20:10:00,2025-03-01,20:10:00,1.1292
2025-03-01 20:20:00,2025-03-01,20:20:00,1.1059
2025-03-01 20:30:00,2025-03-01,20:30:00,1.1244
2025-03-01 20:40:00,2025-03-01,20:40:00,1.1359
2025-03-01 20:50:00,2025-03-01,20:50:00,1.0122
2025-03-01 21:00:00,2025-03-01,21:00:00,0.8384
2025-03-01 21:10:00,2025-03-01,21:10:00,0.8322
2025-03-01 21:20:00,2025-03-01,21:20:00,0.8228
2025-03-01 21:30:00,2025-03-01,21:30:00,0.7849
2025-03-01 21:40:00,2025-03-01,21:40:00,0.8295
2025-03-01 21:50:00,2025-03-01,21:50:00,0.6544
2025-03-01 22:00:00,2025-03-01,22:00:00,0.3293
2025-03-01 22:10:00,2025-03-01,22:10:00,0.2626
2025-03-01 22:20:00,2025-03-01,22:20:00,0.311
2025-03-01 22:30:00,2025-03-01,22:30:00,0.3202
2025-03-01 22:40:00,2025-03-01,22:40:00,0.2918
2025-03-01 22:50:00,2025-03-01,22:50:00,0.3176
2025-03-01 23:00:00,2025-03-01,23:00:00,0.3669
2025-03-01 23:10:00,2025-03-01,23:10:00,0.327
2025-03-01 23:20:00,2025-03-01,23:20:00,0.3251
2025-03-01 23:30:00,2025-03-01,23:30:00,0.366
2025-03-01 23:40:00,2025-03-01,23:40:00,0.3324
2025-03-01 23:50:00,2025-03-01,23:50:00,0.3452
2025-03-02 00:00:00,2025-03-01,0:00+1,0.419
2025-03-02 00:10:00,2025-03-02,00:10:00,0.4345
2025-03-02 00:20:00,2025-03-02,00:20:00,0.4075
2025-03-02 00:30:00,2025-03-02,00:30:00,0.3918
2025-03-02 00:40:00,2025-03-02,00:40:00,0.4156
2025-03-02 00:50:00,2025-03-02,00:50:00,0.4014
2025-03-02 01:00:00,2025-03-02,01:00:00,0.3696
2025-03-02 01:10:00,2025-03-02,01:10:00,0.4162
2025-03-02 01:20:00,2025-03-02,01:20:00,0.4492
2025-03-02 01:30:00,2025-03-02,01:30:00,0.4376
2025-03-02 01:40:00,2025-03-02,01:40:00,0.4399
2025-03-02 01:50:00,2025-03-02,01:50:00,0.4355
2025-03-02 02:00:00,2025-03-02,02:00:00,0.4131
2025-03-02 02:10:00,2025-03-02,02:10:00,0.3926
2025-03-02 02:20:00,2025-03-02,02:20:00,0.3959
2025-03-02 02:30:00,2025-03-02,02:30:00,0.4369
2025-03-02 02:40:00,2025-03-02,02:40:00,0.5034
2025-03-02 02:50:00,2025-03-02,02:50:00,0.5121
2025-03-02 03:00:00,2025-03-02,03:00:00,0.4624
2025-03-02 03:10:00,2025-03-02,03:10:00,0.4362
2025-03-02 03:20:00,2025-03-02,03:20:00,0.4431
2025-03-02 03:30:00,2025-03-02,03:30:00,0.4488
2025-03-02 03:40:00,2025-03-02,03:40:00,0.4243
2025-03-02 03:50:00,2025-03-02,03:50:00,0.4531
2025-03-02 04:00:00,2025-03-02,04:00:00,0.5167
2025-03-02 04:10:00,2025-03-02,04:10:00,0.5034
2025-03-02 04:20:00,2025-03-02,04:20:00,0.4469
2025-03-02 04:30:00,2025-03-02,04:30:00,0.4171
2025-03-02 04:40:00,2025-03-02,04:40:00,0.4482
